"gene","count_5_3_R1","count_5_3_R2","count_5_4_R1","count_5_4_R2"
"79",0.903089986991944,0.903089986991944,1.11394335230684,1.25527250510331
"80",0.602059991327962,1.04139268515823,1.34242268082221,1.32221929473392
"81",0.602059991327962,0.698970004336019,1,0.954242509439325
"82",0,0,0.477121254719662,0
"83",0.602059991327962,0.845098040014257,1,0.845098040014257
"84",0.477121254719662,0.602059991327962,0,0
"85",1.92941892571429,2.02118929906994,2.19312459835446,2.25042000230889
"86",0.477121254719662,0.301029995663981,0,0
"87",0.602059991327962,0.301029995663981,0,0
"88",1.78532983501077,1.85733249643127,1.91381385238372,1.99064958831885
"89",0,0.301029995663981,0,0
"90",0.301029995663981,0.301029995663981,0,0
"91",0,0,0.602059991327962,0.698970004336019
"92",0.0492180226701817,0,0,0
"93",0,0,0.477121254719662,0.477121254719662
"94",0,0,0.477121254719662,0.477121254719662
"95",0,0,0,0.301029995663981
"96",0.611723308007342,0.781036938621132,0.792391689498254,0.613841821876069
"97",0.301029995663981,0,0,0
"98",0.477121254719662,0.733999286538387,0.842609239610562,0
"99",0,0,0.301029995663981,0.602059991327962
"100",1.11394335230684,1,1.41497334797082,1.32221929473392
"101",0,0.301029995663981,0,0
"102",0.698970004336019,0.477121254719662,0,0.301029995663981
"103",1.14612803567824,1.30102999566398,1.27875360095283,1.41497334797082
"104",0.477121254719662,0.477121254719662,0.301029995663981,0.301029995663981
"105",0,0.301029995663981,0,0
"106",1.63346845557959,1.76342799356294,1.92427928606188,2.02118929906994
"107",0,0,0.301029995663981,0.301029995663981
"108",0,0,0,0.602059991327962
"109",0,0.301029995663981,0.477121254719662,0.602059991327962
"110",0,-0.0861861476162833,0,0
"111",0,0.301029995663981,0,0
"112",1.87407574522303,1.8750612633917,2.02942436405802,2.10092168032085
"113",0,0,0.301029995663981,0.602059991327962
"114",0,0,0.298853076409707,0
"115",1.38021124171161,1.43136376415899,0.301029995663981,0.602059991327962
"116",0,0,0,-0.00436480540245009
"117",1.04139268515823,1.11394335230684,0.773054693364263,1.04139268515823
"118",0.301029995663981,0.301029995663981,0,0
"119",0,0,0,0.301029995663981
"120",0,0,0.301029995663981,0
"121",1.34713478291002,1.31005573775089,1.57703198562603,1.75587485567249
"122",0,0.396199347095736,0.301029995663981,0.301029995663981
"123",0.477121254719662,0.477121254719662,0,0
"124",0.301029995663981,0.301029995663981,0,0
"125",0,0.00432137378264258,0,0
"126",0.301029995663981,0.301029995663981,0.698970004336019,0.477121254719662
"127",0,0,0.954242509439325,0.954242509439325
"128",0,0,0,0.301029995663981
"129",0.698970004336019,0.778151250383644,0,0.301029995663981
"130",1.81371439188114,1.85919836153388,1.85733249643127,1.91174337785593
"131",1.20330491613848,1.5009222391903,1.44715803134222,1.80454830838806
"132",0.602059991327962,0.477121254719662,0.778151250383644,0.903089986991944
"133",0.00432137378264258,0,0,0
"134",0.845098040014257,0.992995098431341,0.835690571492426,1.29556709996248
"135",0,0.301029995663981,0.477121254719662,0
"136",0.903089986991944,0.903089986991944,0.698970004336019,0.954242509439325
"137",0.602059991327962,0.477121254719662,0,0.301029995663981
"138",0,0,0.602059991327962,0.301029995663981
"139",0,0,0,0.602059991327962
"140",0.477121254719662,0.477121254719662,0.301029995663981,0.698970004336019
"141",0.477121254719662,0.477121254719662,1.07918124604762,1
"142",1.32221929473392,1.38021124171161,1.36172783601759,1.51851393987789
"143",-0.0705810742857073,0,0,-0.0177287669604316
"144",1.50514997831991,1.60205999132796,1.11394335230684,1.25527250510331
"145",0.904174368284164,1,0.602059991327962,0.845098040014257
"146",0,0.0211892990699381,0,0
"147",0,0.301029995663981,0,0
"148",0,0.477121254719662,0.301029995663981,0.477121254719662
"149",0.301029995663981,0.301029995663981,0,0
"150",0.902546779313991,0.954242509439325,0.841984804590114,1.11394335230684
"151",0,0.301029995663981,0,0
"152",0.698970004336019,0.778151250383644,0.698970004336019,0.477121254719662
"153",0.778151250383644,1.07918124604762,0.778151250383644,0.845098040014257
"154",2.23716658268547,2.33984878303764,2.30161589781952,2.49411283292587
"155",0,0.0128372247051722,0,0
"156",0,0,0,0.602059991327962
"157",0,0.301029995663981,0,0
"158",2,2.07918124604762,2.09342168516224,2.17897694729317
"159",0,0,0.0374264979406237,0.409933123331295
"160",0,0,0.477121254719662,0.301029995663981
"161",0,0,0.301029995663981,0.477121254719662
"162",0.477121254719662,0,0,0
"163",0,0,0.778151250383644,0.954242509439325
"164",0,0,0.477121254719662,0
"165",1.25527250510331,1.34242268082221,1.62304243424638,1.63346845557959
"166",1.27875360095283,1.34242268082221,1.39794000867204,1.36172783601759
"167",0.845098040014257,0.903089986991944,0,0
"168",1.36172783601759,1.37785241900675,0.954242509439325,1.11394335230684
"169",0.00432137378264258,0,0,0
"170",0.903089986991944,0.845098040014257,0.301029995663981,0.602059991327962
"171",1.47712125471966,1.49136169383427,1.36172783601759,1.50514997831991
"172",0.778151250383644,0.845098040014257,0.778151250383644,0.602059991327962
"173",1.36172783601759,1.72427586960079,1.56820172406699,1.8750612633917
"174",1.17609125905568,1.36172783601759,1.39794000867204,1.46239799789896
"175",0.301029995663981,-0.0409586076789064,0.699837725867246,0.477121254719662
"176",0.954242509439325,1.04139268515823,1.30102999566398,1.32221929473392
"177",0.698970004336019,0.845098040014257,0,0
"178",0,0.301029995663981,0,0
"179",0.602059991327962,0,0,0
"180",0.301029995663981,0,0,0
"181",0,0,0,0.602059991327962
"182",1.11394335230684,1.25527250510331,1,1.38021124171161
"183",0,0.477121254719662,0.477121254719662,0.778151250383644
"184",1.39794000867204,1.46239799789896,1.7481880270062,1.77085201164214
"185",0,0,0,0.301029995663981
"186",1.23044892137827,1.34242268082221,1.38021124171161,1.36172783601759
"187",0.845098040014257,0.845098040014257,0.602059991327962,0.698970004336019
"188",0,0,0.303196057420489,0
"189",0.903089986991944,0.845098040014257,0.845098040014257,1.07918124604762
"190",0.301029995663981,0,0,0
"191",0.472756449317212,0,0,0
"192",0,0,0.698970004336019,0.845098040014257
"193",0,0.478566495593843,0.602059991327962,0.301029995663981
"194",0,0,0,0.00432137378264258
"195",2.21850924719893,2.26585511354737,2.21919144021798,2.18252877527896
"196",0,0,0.301029995663981,0.602059991327962
"197",0.301029995663981,0.602059991327962,0,0
"198",0.301029995663981,0.301029995663981,0,0
"199",0.301029995663981,0.301029995663981,0.301029995663981,0.301029995663981
"200",1.19838213000829,1.23044892137827,1.36172783601759,1.43136376415899
"201",0.301029995663981,0.301029995663981,0,0.301029995663981
"202",0.301029995663981,0.602059991327962,0,0.301029995663981
"203",0.12057393120585,0,0.700703717145019,0.82865989653532
"204",2.40140054078154,2.56229286445647,2.68033551341456,2.8481891169914
"205",0.602059991327962,1,1.11394335230684,1.07918124604762
"206",1.32221929473392,1.39794000867204,1.41497334797082,1.60205999132796
"207",0,0,0.477121254719662,0
"208",0,0.301029995663981,0,0
"209",1.59626712639552,1.67696781429476,1.65234305506271,1.66754633951152
"210",0,0.301029995663981,0,0
"211",-0.1249387366083,0.0606978403536116,0,0.298853076409707
"212",0,0,0,0.477121254719662
"213",0.702430536445525,0.363611979892144,0.00432137378264258,0.190331698170291
"214",1.63346845557959,1.72427586960079,1.81291335664286,1.93449845124357
"215",0,0,0.477121254719662,0.602059991327962
"216",1.11394335230684,1.07918124604762,1.34242268082221,1.43136376415899
"217",0.301029995663981,0.301029995663981,0,0
"218",0.778151250383644,0.954242509439325,0.903089986991944,0.845098040014257
"219",0.845098040014257,0.903089986991944,0,0
"220",1.32221929473392,1.27875360095283,1.51851393987789,1.54406804435028
"221",0,0.301029995663981,1.27875360095283,1.32221929473392
"222",1.25527250510331,1.27898211686544,1.60205999132796,1.67209785793572
"223",0.778151250383644,0.778151250383644,0.602059991327962,0.301029995663981
"224",0,0,0.903089986991944,0.845098040014257
"225",0,0,0.301029995663981,0
"226",0,0,0.845098040014257,0.845098040014257
"227",0,0.301029995663981,0,0
"228",0.301029995663981,0,0,0
"229",0,0.477121254719662,0.477121254719662,0
"230",1.07918124604762,1.11394335230684,0,0
"231",1.32221929473392,1.36172783601759,1.63346845557959,1.70757017609794
"232",0,0,0,0.301029995663981
"233",0.00432137378264258,0,0,-0.769551078621726
"234",0,0,0,0.301029995663981
"235",0,0.301029995663981,0,0.477121254719662
"236",-0.119186407719209,0,0,0
"237",0.301029995663981,0,0,0
"238",-0.318758762624413,0.238046103128795,0,0
"239",1,1,1.20411998265592,1.25527250510331
"240",0.301029995663981,0.301029995663981,0.0211892990699381,0.477121254719662
"241",0,0.301029995663981,1.04139268515823,1.17609125905568
"242",1.53147891704226,1.60205999132796,1.25527250510331,1.41497334797082
"243",-0.537602002101044,0,0,0
"244",1.41497334797082,1.41497334797082,1.34242268082221,1.57978359661681
"245",0,0.301029995663981,0,0
"246",0.301029995663981,0.301029995663981,0,0
"247",0,0,0.698970004336019,0.778151250383644
"248",1.32221929473392,1.39794000867204,1.47712125471966,1.51851393987789
"249",0.778151250383644,0.903089986991944,0.954242509439325,1.07918124604762
"250",1.79239168949825,1.74036268949424,1.90401188359739,1.92427928606188
"251",0,0,0,0.301029995663981
"252",0.255272505103306,0.00432137378264258,0.301029995663981,0
"253",0.845098040014257,0.603144372620182,0,0
"254",0,0,0.845098040014257,0.477121254719662
"255",0,0.301029995663981,0.954242509439325,0.903089986991944
"256",0,0.602059991327962,0,0
"257",-0.00877392430750515,0,0,0
"258",0,0,0.845098040014257,1.04139268515823
"259",1.55630250076729,1.6232492903979,1.84509804001426,1.91381385238372
"260",0,0,0.477121254719662,0.301029995663981
"261",0,0,0.602059991327962,0.477121254719662
"262",0,0,0.778151250383644,0.698970004336019
"263",1.04139268515823,1.30102999566398,0.903089986991944,1.23044892137827
"264",-0.0222763947111523,0,0,0
"265",0.301029995663981,0.301029995663981,0,0
"266",0,0,-0.00436480540245009,0
"267",0.602059991327962,1,0.903089986991944,1.34242268082221
"268",0,0,0,0.301029995663981
"269",0,0,0,0.0211892990699381
"270",1.25527250510331,1.32221929473392,1.34262004255335,1.43136376415899
"271",0,0,0.167317334748176,0.309630167425899
"272",1.66275783168157,1.67209785793572,2.05690485133647,2.09691001300806
"273",0,0.130333768495006,0,0
"274",0,0.301029995663981,0,0
"275",0,0.301029995663981,0,0
"276",0.477121254719662,0.903089986991944,0,0.477121254719662
"277",0.628388930050311,-0.0705810742857073,0,0.00432137378264258
"278",0,0,0,-0.207608310501746
"279",0,0.0453229787866575,-0.214670164989233,0
"280",0,0.0253058652647703,0,0
"281",0,0.698970004336019,0.602059991327962,0.477121254719662
"282",1.39794000867204,1.39794000867204,1,1.17609125905568
"283",0,0.477121254719662,0,0
"284",0,0.0128372247051722,0,0.392696953259666
"285",0,0,0,0.301029995663981
"286",0,0.301029995663981,0,0
"287",1.41497334797082,1.57978359661681,1.50542132758328,1.81954393554187
"288",0,0,0.301029995663981,0.59659709562646
"289",0.477121254719662,0.602059991327962,0,0
"290",0.301029995663981,0.477121254719662,0,0
"291",0.602059991327962,0.602059991327962,0.698970004336019,0.954242509439325
"292",0,0,0.301029995663981,0
"293",0.778151250383644,0.845098040014257,0.602059991327962,0.778151250383644
"294",0,0,0,0.477121254719662
"295",0,0.52244423350632,0.457881896733992,0.301029995663981
"296",0,0.698970004336019,0.698970004336019,0.845098040014257
"297",0,0,0.301029995663981,0
"298",0,0.301029995663981,0,0
"299",0.301029995663981,0.301029995663981,0,0.301029995663981
"300",-0.00436480540245009,0,0,0.477121254719662
"301",0,0,0.301029995663981,0
"302",0,0,0,1
"303",0,0,0,0.298853076409707
"304",0.301029995663981,0.301029995663981,0,0
"305",0.301029995663981,0,0,0
"306",0.787460474518415,1.03941411917614,1.22608411597582,1.1102529173534
"307",2.13353890837022,2.15836249209525,2.24303804868629,2.30102999566398
"308",0.845098040014257,0.954242509439325,0.954242509439325,1.27875360095283
"309",-0.113509274827518,0,0.320146286111054,0
"310",0.0863598306747482,0,0,0.301029995663981
"311",1,1.04139268515823,1.17609125905568,1.14612803567824
"312",0.602059991327962,0.845098040014257,0.602059991327962,0.602059991327962
"313",0.602059991327962,0.954242509439325,1.25527250510331,1.25527250510331
"314",0.301029995663981,0.602059991327962,0,0
"315",0,0.301029995663981,0,0
"316",0.301029995663981,0.301029995663981,1.41497334797082,1.44715803134222
"317",1.14612803567824,0.954242509439325,0.698970004336019,0.903089986991944
"318",0.100370545117563,0.301029995663981,0.474216264076255,0.301029995663981
"319",0.301029995663981,0.301029995663981,0,0
"320",-0.0177287669604316,0,0,0
"321",0,0.301029995663981,0.477121254719662,0.301029995663981
"322",0,0,0,0.301029995663981
"323",0.778151250383644,0.900913067737669,1.07918124604762,1.23044892137827
"324",1.10687054447865,1.42340972773309,1.33162971762993,1.42764837118693
"325",1.25527250510331,1.36153897126928,1.32221929473392,1.56820172406699
"326",0,0,0,-0.259637310505756
"327",0.301029995663981,0.477121254719662,0,0
"328",0,0.301029995663981,0,0
"329",0.871572935545879,0.877946951629188,0.699837725867246,0.557507201905658
"330",0,0.301029995663981,0,0.301029995663981
"331",0.477121254719662,0.301029995663981,0.301029995663981,0.301029995663981
"332",0.301029995663981,0.477121254719662,0.91539983521227,0.602059991327962
"333",0.678518379040114,0.698970004336019,1.20411998265592,1.20411998265592
"334",0.301029995663981,0,0.602059991327962,0
"335",1.85733249643127,1.91381385238372,1.69897000433602,1.86923171973098
"336",0,0,0.602059991327962,0.602059991327962
"337",2.43469661892467,2.52633927738984,2.57287160220048,2.66745295288995
"338",0.346352974450639,0.301029995663981,0,0
"339",-0.0506099933550872,0,0,0
"340",0,0.301029995663981,0,0
"341",0.588831725594207,0,0,0
"342",0,-0.0132282657337552,0,0
"343",0,0.298853076409707,0,-0.136677139879544
"344",1.17551181336345,1.37857957611577,1.27875360095283,1.38021124171161
"345",0,0,0,-0.221848749616356
"346",0,0,0,0.602059991327962
"347",0.477121254719662,0.698970004336019,0,0
"348",0,0.602059991327962,0,0
"349",0,0,0.477121254719662,0.602059991327962
"350",0.602059991327962,0.602059991327962,0.301029995663981,0.602059991327962
"351",1.07918124604762,1.1360860973841,0.845098040014257,1.11394335230684
"352",1.65321251377534,1.7160033436348,1.74036268949424,1.88081359228079
"353",0,0.107209969647868,0,0
"354",0,0,0.301029995663981,0.477121254719662
"355",0.602059991327962,0.698970004336019,0,0
"356",0.602059991327962,0,0,0
"357",0.257678574869184,1.32035403281767,1.06258198422816,1.75860914265974
"358",0,0,0.301029995663981,0
"359",1.54406804435028,1.56820172406699,1.6232492903979,1.70757017609794
"360",0,0,0,0.602059991327962
"361",0,-0.142667503568732,0,0
"362",0,0,0,0.301029995663981
"363",0.698970004336019,0.698970004336019,0,0
"364",0,0,0,0.301029995663981
"365",1,1.14612803567824,1.44731310882357,1.57978359661681
"366",0.845098040014257,0.698970004336019,0,0
"367",0.00432137378264258,0,0.301029995663981,0.301029995663981
"368",0.477121254719662,0.698970004336019,0.903089986991944,0.602059991327962
"369",0.301029995663981,0.477121254719662,0.778151250383644,0.602059991327962
"370",1.30102999566398,1.30102999566398,1.23044892137827,1.34242268082221
"371",0.301029995663981,0.301029995663981,0,0
"372",0,0.110589710299249,0,0.301029995663981
"373",0,0.170261715394957,0.736396502276642,0.600972895686748
"374",0,0,0,-0.119186407719209
"375",0,0,0,0.117271295655764
"376",0.698970004336019,0.845098040014257,1.17609125905568,1
"377",0.477121254719662,0.602059991327962,0,0
"378",0,0.301029995663981,0,0
"379",0.477121254719662,0,0,0
"380",1.34242268082221,1.34242268082221,1.49136169383427,1.27875360095283
"381",0.301029995663981,0,0,0
"382",0.225309281725863,0.303196057420489,0,0
"383",0,0,0,-0.0555173278498314
"384",1.11394335230684,1.25527250510331,1.34242268082221,1.57978359661681
"385",0.477121254719662,0.477121254719662,0.477121254719662,0.845098040014257
"386",0,0,0,0.0492180226701817
"387",0,0,0,0.0211892990699381
"388",0,0.477121254719662,0,0
"389",0.477121254719662,0.477121254719662,0,0
"390",0.477121254719662,0.477121254719662,0.477121254719662,0.845098040014257
"391",0.845098040014257,0.845098040014257,0.477121254719662,0.779596491257824
"392",0,0,0.602059991327962,0.698970004336019
"393",1.17609125905568,1.43136376415899,1.36172783601759,1.56820172406699
"394",0.778151250383644,0.477121254719662,0.477121254719662,0.0606978403536116
"395",0.477121254719662,0.477121254719662,0,0
"396",0,0,0.301029995663981,0.477121254719662
"397",0.903089986991944,1.09795107099415,0.48572142648158,0.706717782336759
"398",0,0,0.301029995663981,0.477121254719662
"399",0.477121254719662,0.602059991327962,0.778151250383644,0.954242509439325
"400",0,0.602059991327962,0.477121254719662,0.903089986991944
"401",0,0.301029995663981,0,0
"402",0.301029995663981,0.602059991327962,0.709269960975831,0.845098040014257
"403",1.35525990552738,1.46239799789896,1.50514997831991,1.56820172406699
"404",0.301029995663981,0,0,0
"405",1.04139268515823,1.07918124604762,1.11394335230684,1.17609125905568
"406",2.01283722470517,2.05690485133647,2.12710479836481,2.22010808804005
"407",0,0.301029995663981,0,0
"408",2.11394335230684,2.11727129565576,2.07554696139253,2.12385164096709
"409",0,-0.00436480540245009,0,0
"410",0,0,0.301029995663981,0.301029995663981
"411",1.50514997831991,1.54406804435028,1.61278385671974,1.67265192284
"412",0.301029995663981,0.301029995663981,0,0
"413",0,0,0,0.602059991327962
"414",0.301029995663981,0.0827853703164501,0,0
"415",0,0.00860017176191757,0,0
"416",0.778151250383644,0.903089986991944,0.477121254719662,0.301029995663981
"417",0.778151250383644,0.602059991327962,0,0
"418",0.698970004336019,0.698970004336019,0.778151250383644,0.602059991327962
"419",1,1.07918124604762,1,1.23044892137827
"420",0.477121254719662,0.602059991327962,0.301029995663981,0.477121254719662
"421",0.597695185925512,0.872156272748293,0,1.21774707326279
"422",0.761927838420529,0.903089986991944,1.14612803567824,1.14612803567824
"423",1.56820172406699,1.69897000433602,1.60400993241223,1.82607480270083
"424",0,0,0,0.301029995663981
"425",0.477121254719662,0.301029995663981,0.301029995663981,0.301029995663981
"426",0,0.00432137378264258,0,0
"427",1.33745926129066,1.32407657973949,1.27875360095283,1.30059548388996
"428",0.903089986991944,1,0,0
"429",0,0,0.301029995663981,0.602059991327962
"430",0,0.301029995663981,0.301029995663981,0.602059991327962
"431",0,0,0,-0.154901959985743
"432",0.840733234611807,0.481442628502305,0.696356388733332,1.06855689507236
"433",0,0,0.602059991327962,0.477121254719662
"434",0.477121254719662,0.301029995663981,0.301029995663981,0
"435",3.13919878857923,3.18896502480131,3.30711077838008,3.38244391898832
"436",2.72835378202123,2.75815462196739,2.87040390527903,2.87215627274829
"437",0.301029995663981,0,0.301029995663981,0.477121254719662
"438",0.602059991327962,0.845098040014257,1.11394335230684,1.27875360095283
"439",0.477121254719662,0,0,0
"440",1.38021124171161,1.41497334797082,0.602059991327962,0.698970004336019
"441",0.698970004336019,0.75815462196739,0.598790506763115,0.64640372622307
"442",0.301029995663981,0,0,0
"443",1.41396997174806,1.59857166348214,1.69888313675259,1.81277970700896
"444",0.602059991327962,0.577491799837225,0,0
"445",1.04139268515823,1.07918124604762,1.25527250510331,1.38021124171161
"446",0.602059991327962,0.602059991327962,0.301029995663981,0
"447",0.698970004336019,0.793790384690819,0.0413926851582251,0.477121254719662
"448",0.698970004336019,0.845098040014257,0.602059991327962,0.698970004336019
"449",0.303196057420489,0.369215857410143,0.0492180226701817,0
"450",0,0.413299764081252,0,0
"451",1.12936759572299,1.51851393987789,0.845098040014257,1.56820172406699
"452",0.602059991327962,0.602059991327962,0,0
"453",0.698970004336019,0.477121254719662,0,0.301029995663981
"454",1.04257551244019,1.17609125905568,0.954724790979063,1.07918124604762
"455",0.698970004336019,0.778151250383644,0.477121254719662,0.698970004336019
"456",0,0,0,-0.677780705266081
"457",0.301029995663981,0.303196057420489,0,0
"458",0.301029995663981,0.301029995663981,0,0
"459",0,0,0,0.301029995663981
"460",0,0,0,0.477121254719662
"461",0.997823080745725,0.786041210242554,1.01786771896351,1.11394335230684
"462",0.301029995663981,0,0.515873843711679,0.602059991327962
"463",0.0170333392987804,0.447158031342219,0,0
"464",0.292256071356476,0.468347330412157,0,-0.0268721464003014
"465",0,0.301029995663981,0,0
"466",0,0,0.301029995663981,0.301029995663981
"467",0.301029995663981,0.301029995663981,0,0
"468",0.47567118832443,1.12450422483428,1.45438746714695,1.38003024796783
"469",0.962369335670021,1.14612803567824,1.44653716707364,1.60799085854717
"470",0,0,0.301029995663981,0.301029995663981
"471",1.44715803134222,1.49136169383427,1.46239799789896,1.44715803134222
"472",0.301029995663981,0,0,0
"473",1.65321251377534,1.67209785793572,1.63346845557959,1.67209785793572
"474",0,0,0.47567118832443,0
"475",0.301029995663981,0,0,0
"476",0.301029995663981,0.698970004336019,0,0
"477",0.477121254719662,0.301029995663981,1.32221929473392,1.25527250510331
"478",0.698970004336019,0.845098040014257,0,0
"479",0,0.301029995663981,0.954242509439325,1.20411998265592
"480",0.421603926869831,-0.0457574905606751,0.666517980554881,0.876794976200701
"481",0.477121254719662,0.602059991327962,0,0
"482",0,0.301029995663981,0,0
"483",0.778151250383644,1,0.301029995663981,0.477121254719662
"484",1.43136376415899,1.32221929473392,1.23044892137827,1.11394335230684
"485",0,0.301029995663981,0.841359470454855,1.04139268515823
"486",0,0.301029995663981,0,0
"487",0,0,0.845098040014257,0.477121254719662
"488",0.0170333392987804,0.301029995663981,0,0.33645973384853
"489",0,0,0,0.477121254719662
"490",0.602059991327962,0.698970004336019,0.778151250383644,0.778151250383644
"491",1.54406804435028,1.57978359661681,1.66275783168157,1.7160033436348
"492",0.301029995663981,0.301029995663981,0,0
"493",0,0.301029995663981,0,0.477121254719662
"494",0,0,0.477121254719662,0.477121254719662
"495",0,0.606381365110605,0,0
"496",0,0,0.303196057420489,0
"497",0,0,0,0.301029995663981
"498",0,0,0.477121254719662,0.477121254719662
"499",0,0.301029995663981,0,0.477121254719662
"500",1,1,1.25527250510331,1.30102999566398
"501",0.698970004336019,0.845098040014257,0.903089986991944,0.954242509439325
"502",1.7481880270062,1.79239168949825,2.13033376849501,2.15228834438306
"503",0,0,0.301029995663981,0.602059991327962
"504",-0.00436480540245009,0,-0.00436480540245009,-0.161150909262745
"505",0.301029995663981,0,0,0
"506",0.301029995663981,0.301029995663981,0,0
"507",0,0.301029995663981,0,0
"508",0,0,0.301029995663981,0
"509",0,0,0.698970004336019,0.698970004336019
"510",0.155336037465062,0.00432137378264258,0,0
"511",0,0.301029995663981,0.477121254719662,0.698970004336019
"512",0.984077033902831,0,0,0
"513",0,0.303196057420489,0,0
"514",0.477121254719662,0.602059991327962,1,0.903089986991944
"515",0,0,0.845098040014257,0.903089986991944
"516",0,0,0,0.301029995663981
"517",2.43113851602492,2.45875867937543,2.56143532790381,2.61233874166479
"518",0.477121254719662,0,0,0
"519",1.14612803567824,1.39794000867204,1.04139268515823,1.25527250510331
"520",0,0.301029995663981,0,0
"521",0.903089986991944,1,1.07918124604762,1.30102999566398
"522",0,0,0.778151250383644,0.607455023214668
"523",0.301029995663981,0,0,0
"524",0.301029995663981,0,0,0
"525",0,0,0.903089986991944,0.845098040014257
"526",0,0,0,-0.769551078621726
"527",0.301029995663981,0.305351369446624,0,0
"528",0,0,0.602059991327962,0.477121254719662
"529",0,0.301029995663981,0.301029995663981,0.602059991327962
"530",1.55630250076729,1.5910646070265,1.79239168949825,1.8750612633917
"531",0.698970004336019,0.845098040014257,0,0
"532",0,0.477121254719662,0,0
"533",0.0128372247051722,0.303196057420489,0,0
"534",0.0128372247051722,0.298853076409707,0.305351369446624,0.477121254719662
"535",0,-0.337242168318426,0,-0.318758762624413
"536",0,0.296665190261531,0.571708831808688,0
"537",0,0.100370545117563,0,0.127104798364808
