CMN0040	CMN0039	CMN0047	CMN0048	CMN0039_GO_wnt	CMN0040_GO_wnt	CMN0039_GO_mapk	CMN0040_GO_mapk	CMN0039_GO_cyst	CMN0040_GO_cyst	CMN0039_GO_fate	CMN0040_GO_fate	wnt_radius	wnt_colour	mapk_radius	mapk_colour	cyst_radius	cyst_colour	fate_radius	fate_colour
0.57863921	0.943988875	0	0.641474111	0.943988875	0.57863921	0.943988875	0.57863921	0.943988875	0.57863921	0.943988875	0.57863921	2.5	black	2.5	black	2.5	black	2.5	black
1.716003344	1.662757832	1.643452676	1.672097858	1.662757832	1.716003344	1.662757832	1.716003344	1.662757832	1.716003344	1.662757832	1.716003344	2.5	black	2.5	black	2.5	black	2.5	black
1.146748014	1.895698727	1.851258349	1.113943352	1.895698727	1.146748014	1.895698727	1.146748014	1.895698727	1.146748014	1.895698727	1.146748014	2.5	black	2.5	black	2.5	black	2.5	black
2.687582464	2.756088141	2.607283416	2.549003262	2.756088141	2.687582464	2.756088141	2.687582464	2.756088141	2.687582464	2.756088141	2.687582464	2.5	black	2.5	black	2.5	black	2.5	black
2.541579244	2.250420002	3.101059355	3.02325246	2.250420002	2.541579244	2.250420002	2.541579244	2.250420002	2.541579244	2.250420002	2.541579244	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0.324282455	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
0	0.477121255	0.146128036	0.683947131	0.477121255	0	0.477121255	0	0.477121255	0	0.477121255	0	2.5	black	2.5	black	2.5	black	2.5	black
1.431363764	1.230448921	1.176091259	1.491221576	1.230448921	1.431363764	1.230448921	1.431363764	1.230448921	1.431363764	1.230448921	1.431363764	2.5	black	2.5	black	2.5	black	2.5	black
2.021189299	1.78490245	2.004622266	1.991226076	1.78490245	2.021189299	1.78490245	2.021189299	1.78490245	2.021189299	1.78490245	2.021189299	2.5	black	2.5	black	2.5	black	2.5	black
0	0	2.571219538	2.714371678	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
3.464951317	3.724010295	3.581427372	3.65028712	3.724010295	3.464951317	3.724010295	3.464951317	3.724010295	3.464951317	3.724010295	3.464951317	2.5	black	2.5	black	2.5	black	2.5	black
2.663700925	3.031068976	2.758154622	2.743509765	3.031068976	2.663700925	3.031068976	2.663700925	3.031068976	2.663700925	3.031068976	2.663700925	2.5	black	2.5	black	2.5	black	2.5	black
2.635483747	2.201397124	2.190331698	2.532754379	2.201397124	2.635483747	2.201397124	2.635483747	2.201397124	2.635483747	2.201397124	2.635483747	2.5	black	2.5	black	2.5	black	2.5	black
0.698970004	0.698970004	1.301029996	0.903089987	0.698970004	0.698970004	0.698970004	0.698970004	0.698970004	0.698970004	0.698970004	0.698970004	2.5	black	2.5	black	2.5	black	2.5	black
3.247659087	3.248431855	3.212150301	3.285647309	3.248431855	3.247659087	3.248431855	3.247659087	3.248431855	3.247659087	3.248431855	3.247659087	2.5	black	2.5	black	2.5	black	2.5	black
2.328359214	2.407543858	1.629409599	1.629409599	2.407543858	2.328359214	2.407543858	2.328359214	2.407543858	2.328359214	2.407543858	2.328359214	2.5	black	2.5	black	2.5	black	2.5	black
2.149434666	0	0	0	0	2.149434666	0	2.149434666	0	2.149434666	0	2.149434666	2.5	black	2.5	black	2.5	black	2.5	black
2.889116738	2.418135498	2.184208613	2.673315869	2.418135498	2.889116738	2.418135498	2.889116738	2.418135498	2.889116738	2.418135498	2.889116738	2.5	black	2.5	black	2.5	black	2.5	black
1.771440487	1.763427994	1.706205542	1.819543936	1.763427994	1.771440487	1.763427994	1.771440487	1.763427994	1.771440487	1.763427994	1.771440487	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
1.978454433	2.060773363	1.799616204	1.806179974	2.060773363	1.978454433	2.060773363	1.978454433	2.060773363	1.978454433	2.060773363	1.978454433	2.5	black	2.5	black	2.5	black	2.5	black
0.84509804	2.213572206	0	0.477121255	2.213572206	0.84509804	2.213572206	0.84509804	2.213572206	0.84509804	2.213572206	0.84509804	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0.903089987	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
3.619094375	2.213572206	3.738939031	3.56454061	2.213572206	3.619094375	2.213572206	3.619094375	2.213572206	3.619094375	2.213572206	3.619094375	2.5	black	2.5	black	2.5	black	2.5	black
2.463892989	2.861534411	2.614897216	2.403120521	2.861534411	2.463892989	2.861534411	2.463892989	2.861534411	2.463892989	2.861534411	2.463892989	2.5	black	2.5	black	2.5	black	2.5	black
1.826074803	1.792391689	1.785329835	1.477121255	1.792391689	1.826074803	1.792391689	1.826074803	1.792391689	1.826074803	1.792391689	1.826074803	2.5	black	2.5	black	2.5	black	2.5	black
2.889900896	3.181077182	3.094485104	2.905801275	3.181077182	2.889900896	3.181077182	2.889900896	3.181077182	2.889900896	3.181077182	2.889900896	2.5	black	2.5	black	2.5	black	2.5	black
1.099335278	2.213572206	0	0	2.213572206	1.099335278	2.213572206	1.099335278	2.213572206	1.099335278	2.213572206	1.099335278	2.5	black	2.5	black	2.5	black	2.5	black
1.859918485	2.213572206	1.903089987	2.161368002	2.213572206	1.859918485	2.213572206	1.859918485	2.213572206	1.859918485	2.213572206	1.859918485	2.5	black	2.5	black	2.5	black	2.5	black
1.73239376	1.704836606	1.833529582	1.86923172	1.704836606	1.73239376	1.704836606	1.73239376	1.704836606	1.73239376	1.704836606	1.73239376	2.5	black	2.5	black	2.5	black	2.5	black
2.741734471	2.553701022	2.855767426	3.111363344	2.553701022	2.741734471	2.553701022	2.741734471	2.553701022	2.741734471	2.553701022	2.741734471	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
1.653212514	1.447158031	1.732071941	1.832508913	1.447158031	1.653212514	1.447158031	1.653212514	1.447158031	1.653212514	1.447158031	1.653212514	2.5	black	2.5	black	2.5	black	2.5	black
1.924279286	2.021189299	1.968482949	1.897627091	2.021189299	1.924279286	2.021189299	1.924279286	2.021189299	1.924279286	2.021189299	1.924279286	2.5	black	2.5	black	2.5	black	2.5	black
2.59407196	2.962625006	2.769517637	2.641484026	2.962625006	2.59407196	2.962625006	2.59407196	2.962625006	2.59407196	2.962625006	2.59407196	2.5	black	2.5	black	2.5	black	2.5	black
2.426641368	2.627181447	2.342323966	1.798236176	2.627181447	2.426641368	2.627181447	2.426641368	2.627181447	2.426641368	2.627181447	2.426641368	2.5	black	2.5	black	2.5	black	2.5	black
1.97735773	1.96449534	1.707995746	2.005008821	1.96449534	1.97735773	1.96449534	1.97735773	1.96449534	1.97735773	1.96449534	1.97735773	2.5	black	2.5	black	2.5	black	2.5	black
1.531478917	1.531478917	1.342422681	0.301029996	1.531478917	1.531478917	1.531478917	1.531478917	1.531478917	1.531478917	1.531478917	1.531478917	2.5	black	2.5	black	2.5	black	2.5	black
2.673941999	2.880075808	2.519827994	2.309630167	2.880075808	2.673941999	2.880075808	2.673941999	2.880075808	2.673941999	2.880075808	2.673941999	2.5	black	2.5	black	2.5	black	2.5	black
1	1.397940009	1.204119983	1.079181246	1.397940009	1	1.397940009	1	1.397940009	1	1.397940009	1	2.5	black	2.5	black	2.5	black	2.5	black
3.189119588	3.330843796	3.039778853	3.065329447	3.330843796	3.189119588	3.330843796	3.189119588	3.330843796	3.189119588	3.330843796	3.189119588	2.5	black	2.5	black	2.5	black	2.5	black
1.66029616	0	1.346744055	0	0	1.66029616	0	1.66029616	0	1.66029616	0	1.66029616	2.5	black	2.5	black	2.5	black	2.5	black
1.427161403	1.838408278	0	1.611085733	1.838408278	1.427161403	1.838408278	1.427161403	1.838408278	1.427161403	1.838408278	1.427161403	2.5	black	2.5	black	2.5	black	2.5	black
0.655138435	1.003029471	0.250420002	0.854913022	1.003029471	0.655138435	1.003029471	0.655138435	1.003029471	0.655138435	1.003029471	0.655138435	2.5	black	2.5	black	2.5	black	2.5	black
2.951492943	3.399953933	3.214862385	3.057552001	3.399953933	2.951492943	3.399953933	2.951492943	3.399953933	2.951492943	3.399953933	2.951492943	2.5	black	2.5	black	2.5	black	2.5	black
2.336339636	2.520863292	2.317018101	2.054766218	2.520863292	2.336339636	2.520863292	2.336339636	2.520863292	2.336339636	2.520863292	2.336339636	2.5	black	2.5	black	2.5	black	2.5	black
2.854342485	3.226138303	3.081624505	2.994567889	3.226138303	2.854342485	3.226138303	2.854342485	3.226138303	2.854342485	3.226138303	2.854342485	2.5	black	2.5	black	2.5	black	2.5	black
1.698970004	1.896085085	1.763427994	1.929418926	1.896085085	1.698970004	1.896085085	1.698970004	1.896085085	1.698970004	1.896085085	1.698970004	2.5	black	2.5	black	2.5	black	2.5	black
3.484157424	3.689392335	3.733911137	3.72794771	3.689392335	3.484157424	3.689392335	3.484157424	3.689392335	3.484157424	3.689392335	3.484157424	2.5	black	2.5	black	2.5	black	2.5	black
2.688428721	2.926774468	2.682965938	2.664641976	2.926774468	2.688428721	2.926774468	2.688428721	2.926774468	2.688428721	2.926774468	2.688428721	2.5	black	2.5	black	2.5	black	2.5	black
0	0	1.623972512	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
3.256727365	3.497985056	3.577836341	3.537693194	3.497985056	3.256727365	3.497985056	3.256727365	3.497985056	3.256727365	3.497985056	3.256727365	2.5	black	2.5	black	2.5	black	2.5	black
2.480006943	2.750508395	2.673020907	2.598790507	2.750508395	2.480006943	2.750508395	2.480006943	2.750508395	2.480006943	2.750508395	2.480006943	2.5	black	2.5	black	2.5	black	2.5	black
3.057483525	3.597509804	3.360396479	0	3.597509804	3.057483525	3.597509804	3.057483525	3.597509804	3.057483525	3.597509804	3.057483525	2.5	black	2.5	black	2.5	black	2.5	black
3.758256931	3.770195658	3.651012315	3.720377637	3.770195658	3.758256931	3.770195658	3.758256931	3.770195658	3.758256931	3.770195658	3.758256931	2.5	black	2.5	black	2.5	black	2.5	black
3.370390944	2.792433716	2.986852318	3.495415279	2.792433716	3.370390944	2.792433716	3.370390944	2.792433716	3.370390944	2.792433716	3.370390944	2.5	black	2.5	black	2.5	black	2.5	black
3.490796744	2.706572709	3.172305127	3.887933343	2.706572709	3.490796744	2.706572709	3.490796744	2.706572709	3.490796744	2.706572709	3.490796744	2.5	black	2.5	black	2.5	black	2.5	black
2.712649702	3.037824751	2.6739512	2.675778342	3.037824751	2.712649702	3.037824751	2.712649702	3.037824751	2.712649702	3.037824751	2.712649702	2.5	black	2.5	black	2.5	black	2.5	black
2.298853076	2.404833717	2.209515015	2.235528447	2.404833717	2.298853076	2.404833717	2.298853076	2.404833717	2.298853076	2.404833717	2.298853076	2.5	black	2.5	black	2.5	black	2.5	black
2.624282096	2.459392488	2.463892989	2.680335513	2.459392488	2.624282096	2.459392488	2.624282096	2.459392488	2.624282096	2.459392488	2.624282096	2.5	black	2.5	black	2.5	black	2.5	black
3.061018722	2.944270408	3.018359252	3.136558865	2.944270408	3.061018722	2.944270408	3.061018722	2.944270408	3.061018722	2.944270408	3.061018722	2.5	black	2.5	black	2.5	black	2.5	black
2.389166084	2.264817823	2.184691431	2.374748346	2.264817823	2.389166084	2.264817823	2.389166084	2.264817823	2.389166084	2.264817823	2.389166084	2.5	black	2.5	black	2.5	black	2.5	black
2.463892989	2.241546481	1.973127854	2.227886705	2.241546481	2.463892989	2.241546481	2.463892989	2.241546481	2.463892989	2.241546481	2.463892989	2.5	black	2.5	black	2.5	black	2.5	black
2.40654018	1.921894471	2.075546961	2.354108439	1.921894471	2.40654018	1.921894471	2.40654018	1.921894471	2.40654018	1.921894471	2.40654018	2.5	black	2.5	black	2.5	black	2.5	black
3.393273286	3.574836571	3.373463722	3.328772941	3.574836571	3.393273286	3.574836571	3.393273286	3.574836571	3.393273286	3.574836571	3.393273286	2.5	black	2.5	black	2.5	black	2.5	black
2.954189426	3.228292542	3.018708818	3.130655349	3.228292542	2.954189426	3.228292542	2.954189426	3.228292542	2.954189426	3.228292542	2.954189426	2.5	black	2.5	black	2.5	black	2.5	black
2.113943352	2.345863629	2.004321374	1.851258349	2.345863629	2.113943352	2.345863629	2.113943352	2.345863629	2.113943352	2.345863629	2.113943352	2.5	black	2.5	black	2.5	black	2.5	black
2.432873126	2.667200709	2.504294118	2.53529412	2.667200709	2.432873126	2.667200709	2.432873126	2.667200709	2.432873126	2.667200709	2.432873126	2.5	black	2.5	black	2.5	black	2.5	black
1.645716939	2.32697045	1.988157473	1.934498451	2.32697045	1.645716939	2.32697045	1.645716939	2.32697045	1.645716939	2.32697045	1.645716939	2.5	black	2.5	black	2.5	black	2.5	black
1.660580912	0.670245853	1.576226137	0	0.670245853	1.660580912	0.670245853	1.660580912	0.670245853	1.660580912	0.670245853	1.660580912	2.5	black	2.5	black	2.5	black	2.5	black
2.318063335	2.401400541	2.173186268	0	2.401400541	2.318063335	2.401400541	2.318063335	2.401400541	2.318063335	2.401400541	2.318063335	2.5	black	2.5	black	2.5	black	2.5	black
2.937016107	3.132880581	3.033825694	3.169968174	3.132880581	2.937016107	3.132880581	2.937016107	3.132880581	2.937016107	3.132880581	2.937016107	2.5	black	2.5	black	2.5	black	2.5	black
2.748606609	1.864095573	2.196921945	2.645294517	1.864095573	2.748606609	1.864095573	2.748606609	1.864095573	2.748606609	1.864095573	2.748606609	2.5	black	2.5	black	2.5	black	2.5	black
2.733430004	3.076112271	2.856348187	2.852711718	3.076112271	2.733430004	3.076112271	2.733430004	3.076112271	2.733430004	3.076112271	2.733430004	2.5	black	2.5	black	2.5	black	2.5	black
2.151400498	2.46746011	1.98511198	1.957224058	2.46746011	2.151400498	2.46746011	2.151400498	2.46746011	2.151400498	2.46746011	2.151400498	2.5	black	2.5	black	2.5	black	2.5	black
1.431363764	1.556302501	1.770852012	1.605089462	1.556302501	1.431363764	1.556302501	1.431363764	1.556302501	1.431363764	1.556302501	1.431363764	2.5	black	2.5	black	2.5	black	2.5	black
0.294466226	1.894648304	1.438700533	1.703635238	1.894648304	0.294466226	1.894648304	0.294466226	1.894648304	0.294466226	1.894648304	0.294466226	2.5	black	2.5	black	2.5	black	2.5	black
2.728353782	2.243038049	2.711807229	2.946452265	2.243038049	2.728353782	2.243038049	2.728353782	2.243038049	2.728353782	2.243038049	2.728353782	2.5	black	2.5	black	2.5	black	2.5	black
2.127104798	1.826074803	1.672097858	1.977723605	1.826074803	2.127104798	1.826074803	2.127104798	1.826074803	2.127104798	1.826074803	2.127104798	2.5	black	2.5	black	2.5	black	2.5	black
2.422573426	2.541541803	2.100370545	2.097847077	2.541541803	2.422573426	2.541541803	2.422573426	2.541541803	2.422573426	2.541541803	2.422573426	2.5	black	2.5	black	2.5	black	2.5	black
2.586384737	2.736292897	2.815052825	3.001759666	2.736292897	2.586384737	2.736292897	2.586384737	2.736292897	2.586384737	2.736292897	2.586384737	2.5	black	2.5	black	2.5	black	2.5	black
3.472782769	3.67432184	3.741762019	3.757920358	3.67432184	3.472782769	3.67432184	3.472782769	3.67432184	3.472782769	3.67432184	3.472782769	2.5	black	2.5	black	2.5	black	2.5	black
2.718501689	3.026941628	2.990338855	2.858537198	3.026941628	2.718501689	3.026941628	2.718501689	3.026941628	2.718501689	3.026941628	2.718501689	2.5	black	2.5	black	2.5	black	2.5	black
1.964165311	2.086359831	2.155336037	2.214843848	2.086359831	1.964165311	2.086359831	1.964165311	2.086359831	1.964165311	2.086359831	1.964165311	2.5	black	2.5	black	2.5	black	2.5	black
1.763951826	1.964401071	1.626955951	1.422097163	1.964401071	1.763951826	1.964401071	1.763951826	1.964401071	1.763951826	1.964401071	1.763951826	2.5	black	2.5	black	2.5	black	2.5	black
0	1.12904506	0.894869657	1.522183318	1.12904506	0	1.12904506	0	1.12904506	0	1.12904506	0	2.5	black	2.5	black	2.5	black	2.5	black
2.0040633	1.628797486	2.230831953	1.753736222	1.628797486	2.0040633	1.628797486	2.0040633	1.628797486	2.0040633	1.628797486	2.0040633	2.5	black	2.5	black	2.5	black	2.5	black
2.533746645	2.819293815	2.699699007	2.54344718	2.819293815	2.533746645	2.819293815	2.533746645	2.819293815	2.533746645	2.819293815	2.533746645	2.5	black	2.5	black	2.5	black	2.5	black
1.904282658	1.983986922	2.111128036	2.138302698	1.983986922	1.904282658	1.983986922	1.904282658	1.983986922	1.904282658	1.983986922	1.904282658	2.5	black	2.5	black	2.5	black	2.5	black
2.075546961	2.155336037	1.681241237	1.462397998	2.155336037	2.075546961	2.155336037	2.075546961	2.155336037	2.075546961	2.155336037	2.075546961	2.5	black	2.5	black	2.5	black	2.5	black
3.998910292	4.102138587	4.272609651	4.179747065	4.102138587	3.998910292	4.102138587	3.998910292	4.102138587	3.998910292	4.102138587	3.998910292	2.5	black	2.5	black	2.5	black	2.5	black
2.23299611	2.28780173	2.056904851	2.133538908	2.28780173	2.23299611	2.28780173	2.23299611	2.28780173	2.23299611	2.28780173	2.23299611	2.5	black	2.5	black	2.5	black	2.5	black
1.696443763	1.806179974	1.633468456	0	1.806179974	1.696443763	1.806179974	1.696443763	1.806179974	1.696443763	1.806179974	1.696443763	2.5	black	2.5	black	2.5	black	2.5	black
1.466719372	0	0	1.322219295	0	1.466719372	0	1.466719372	0	1.466719372	0	1.466719372	2.5	black	2.5	black	2.5	black	2.5	black
2.129625452	2.75889676	2.808210973	2.930582297	2.75889676	2.129625452	2.75889676	2.129625452	2.75889676	2.129625452	2.75889676	2.129625452	2.5	black	2.5	black	2.5	black	2.5	black
0	0	-0.013228266	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
1.997604787	2.016113666	2.234162819	2.212214247	2.016113666	1.997604787	2.016113666	1.997604787	2.016113666	1.997604787	2.016113666	1.997604787	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0	1.137986733	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
1.477121255	1.255272505	1.204119983	0.84509804	1.255272505	1.477121255	1.255272505	1.477121255	1.255272505	1.477121255	1.255272505	1.477121255	2.5	black	2.5	black	2.5	black	2.5	black
3.662190991	3.86907558	3.737987326	3.686010291	3.86907558	3.662190991	3.86907558	3.662190991	3.86907558	3.662190991	3.86907558	3.662190991	2.5	black	2.5	black	2.5	black	2.5	black
0	0	2.213358354	2.54052968	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
2.523928468	2.823565513	2.180584597	1.25139485	2.823565513	2.523928468	2.823565513	2.523928468	2.823565513	2.523928468	2.823565513	2.523928468	2.5	black	2.5	black	2.5	black	2.5	black
1.04060234	2.213572206	1.133219457	0.912222057	2.213572206	1.04060234	2.213572206	1.04060234	2.213572206	1.04060234	2.213572206	1.04060234	2.5	black	2.5	black	2.5	black	2.5	black
1.649821463	2.409442787	1.892651034	1.524655712	2.409442787	1.649821463	2.409442787	1.649821463	2.409442787	1.649821463	2.409442787	1.649821463	2.5	black	2.5	black	2.5	black	2.5	black
2.09464579	1.950802823	1.999565488	1.951968584	1.950802823	2.09464579	1.950802823	2.09464579	1.950802823	2.09464579	1.950802823	2.09464579	2.5	black	2.5	black	2.5	black	2.5	black
2.646403726	2.853631299	2.565847819	2.864920264	2.853631299	2.646403726	2.853631299	2.646403726	2.853631299	2.646403726	2.853631299	2.646403726	2.5	black	2.5	black	2.5	black	2.5	black
2.392696953	2.663276787	2.653212514	2.484371029	2.663276787	2.392696953	2.663276787	2.392696953	2.663276787	2.392696953	2.663276787	2.392696953	2.5	black	2.5	black	2.5	black	2.5	black
1.079181246	1.006466042	0.602059991	0	1.006466042	1.079181246	1.006466042	1.079181246	1.006466042	1.079181246	1.006466042	1.079181246	2.5	black	2.5	black	2.5	black	2.5	black
1.886490725	1.72427587	1.84509804	1.892094603	1.72427587	1.886490725	1.72427587	1.886490725	1.72427587	1.886490725	1.72427587	1.886490725	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0	1.013258665	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
