CMN0040	CMN0039	CMN0047	CMN0048	CMN0039_GO_wnt	CMN0040_GO_wnt	CMN0039_GO_mapk	CMN0040_GO_mapk	CMN0039_GO_cyst	CMN0040_GO_cyst	CMN0039_GO_fate	CMN0040_GO_fate	wnt_radius	wnt_colour	mapk_radius	mapk_colour	cyst_radius	cyst_colour	fate_radius	fate_colour
0	1.663889299	1.876794976	2.006808208	1.663889299	0	1.663889299	0	1.663889299	0	1.663889299	0	2.5	black	2.5	black	2.5	black	2.5	black
3.371621927	3.16977139	3.190051418	3.388770608	3.16977139	3.371621927	3.16977139	3.371621927	3.16977139	3.371621927	3.16977139	3.371621927	2.5	black	2.5	black	2.5	black	2.5	black
3.13569226	3.343798398	3.033853816	2.975712056	3.343798398	3.13569226	3.343798398	3.13569226	3.343798398	3.13569226	3.343798398	3.13569226	2.5	black	2.5	black	2.5	black	2.5	black
1.278753601	1.342817315	1.146128036	1.146438135	1.342817315	1.278753601	1.342817315	1.278753601	1.342817315	1.278753601	1.342817315	1.278753601	2.5	black	2.5	black	2.5	black	2.5	black
1.361727836	1.230448921	1.491361694	1.672097858	1.230448921	1.361727836	1.230448921	1.361727836	1.230448921	1.361727836	1.230448921	1.361727836	2.5	black	2.5	black	2.5	black	2.5	black
2.487972212	1.58726185	1.953614742	2.345569756	1.58726185	2.487972212	1.58726185	2.487972212	1.58726185	2.487972212	1.58726185	2.487972212	2.5	black	2.5	black	2.5	black	2.5	black
2.371824907	2.614200944	2.658135463	2.601408061	2.614200944	2.371824907	2.614200944	2.371824907	2.614200944	2.371824907	2.614200944	2.371824907	2.5	black	2.5	black	2.5	black	2.5	black
2.624962404	2.987853883	2.652971172	2.373922952	2.987853883	2.624962404	2.987853883	2.624962404	2.987853883	2.624962404	2.987853883	2.624962404	2.5	black	2.5	black	2.5	black	2.5	black
0	1.986771734	1.041392685	1.643452676	1.986771734	0	1.986771734	0	1.986771734	0	1.986771734	0	2.5	black	2.5	black	2.5	black	2.5	black
2.206825876	1.799340549	1.633468456	2.334453751	1.799340549	2.206825876	1.799340549	2.206825876	1.799340549	2.206825876	1.799340549	2.206825876	2.5	black	2.5	black	2.5	black	2.5	black
-0.259637311	-0.356547324	-0.408935393	-0.431798276	-0.356547324	-0.259637311	-0.356547324	-0.259637311	-0.356547324	-0.259637311	-0.356547324	-0.259637311	2.5	black	2.5	black	2.5	black	2.5	black
2.258756973	2.27544957	2.102468009	2.088596728	2.27544957	2.258756973	2.27544957	2.258756973	2.27544957	2.258756973	2.27544957	2.258756973	2.5	black	2.5	black	2.5	black	2.5	black
1.759969858	1.763427994	1.568201724	1.913813852	1.763427994	1.759969858	1.763427994	1.759969858	1.763427994	1.759969858	1.763427994	1.759969858	2.5	black	2.5	black	2.5	black	2.5	black
1.864451747	1.87604455	1.711216524	1.87604455	1.87604455	1.864451747	1.87604455	1.864451747	1.87604455	1.864451747	1.87604455	1.864451747	2.5	black	2.5	black	2.5	black	2.5	black
-0.091514981	1.297322714	1.099335278	1.226084116	1.297322714	-0.091514981	1.297322714	-0.091514981	1.297322714	-0.091514981	1.297322714	-0.091514981	2.5	black	2.5	black	2.5	black	2.5	black
1.67329744	1.845779967	1.927524341	0	1.845779967	1.67329744	1.845779967	1.67329744	1.845779967	1.67329744	1.845779967	1.67329744	2.5	black	2.5	black	2.5	black	2.5	black
2.36574998	2.589089092	2.308286889	2.190611798	2.589089092	2.36574998	2.589089092	2.36574998	2.589089092	2.36574998	2.589089092	2.36574998	2.5	black	2.5	black	2.5	black	2.5	black
1.565020928	1.796990391	0	1.798650645	1.796990391	1.565020928	1.796990391	1.565020928	1.796990391	1.565020928	1.796990391	1.565020928	2.5	black	2.5	black	2.5	black	2.5	black
2.544068044	2.776388786	2.64544192	2.64738297	2.776388786	2.544068044	2.776388786	2.544068044	2.776388786	2.544068044	2.776388786	2.544068044	2.5	black	2.5	black	2.5	black	2.5	black
2.004321374	1.636287252	1.238297068	1.715501945	1.636287252	2.004321374	1.636287252	2.004321374	1.636287252	2.004321374	1.636287252	2.004321374	2.5	black	2.5	black	2.5	black	2.5	black
0	0.944975908	1.028977705	1.147985321	0.944975908	0	0.944975908	0	0.944975908	0	0.944975908	0	2.5	black	2.5	black	2.5	black	2.5	black
2.185457157	2.260548373	2.152869054	2.300291067	2.260548373	2.185457157	2.260548373	2.185457157	2.260548373	2.185457157	2.260548373	2.185457157	2.5	black	2.5	black	2.5	black	2.5	black
1.622938969	0	0	0	0	1.622938969	0	1.622938969	0	1.622938969	0	1.622938969	2.5	black	2.5	black	2.5	black	2.5	black
0	1.369957607	2.071882007	1.129689892	1.369957607	0	1.369957607	0	1.369957607	0	1.369957607	0	2.5	black	2.5	black	2.5	black	2.5	black
1.720159303	2.2999429	1.975431809	1.322219295	2.2999429	1.720159303	2.2999429	1.720159303	2.2999429	1.720159303	2.2999429	1.720159303	2.5	black	2.5	black	2.5	black	2.5	black
2.229169703	2.174641193	2.183269844	2.250420002	2.174641193	2.229169703	2.174641193	2.229169703	2.174641193	2.229169703	2.174641193	2.229169703	2.5	black	2.5	black	2.5	black	2.5	black
2.414973348	2.260071388	2.021189299	2.250420002	2.260071388	2.414973348	2.260071388	2.414973348	2.260071388	2.414973348	2.260071388	2.414973348	2.5	black	2.5	black	2.5	black	2.5	black
2.066139493	1.947090464	1.823082797	1.540454614	1.947090464	2.066139493	1.947090464	2.066139493	1.947090464	2.066139493	1.947090464	2.066139493	2.5	black	2.5	black	2.5	black	2.5	black
1.312811826	0	1.388456453	1.676236217	0	1.312811826	0	1.312811826	0	1.312811826	0	1.312811826	2.5	black	2.5	black	2.5	black	2.5	black
3.028977705	3.240177193	2.930949031	2.80685803	3.240177193	3.028977705	3.240177193	3.028977705	3.240177193	3.028977705	3.240177193	3.028977705	2.5	black	2.5	black	2.5	black	2.5	black
3.063708559	3.158362492	3.084308112	3.009875634	3.158362492	3.063708559	3.158362492	3.063708559	3.158362492	3.063708559	3.158362492	3.063708559	2.5	black	2.5	black	2.5	black	2.5	black
2.298853076	2.322219295	2.123851641	2.155336037	2.322219295	2.298853076	2.322219295	2.298853076	2.322219295	2.298853076	2.322219295	2.298853076	2.5	black	2.5	black	2.5	black	2.5	black
0	1.384890797	0	0	1.384890797	0	1.384890797	0	1.384890797	0	1.384890797	0	2.5	black	2.5	black	2.5	black	2.5	black
2.7123466	2.816711807	2.283346465	2.070628844	2.816711807	2.7123466	2.816711807	2.7123466	2.816711807	2.7123466	2.816711807	2.7123466	2.5	black	2.5	black	2.5	black	2.5	black
1.934144812	2.326438277	2.28057837	2.03746634	2.326438277	1.934144812	2.326438277	1.934144812	2.326438277	1.934144812	2.326438277	1.934144812	2.5	black	2.5	black	2.5	black	2.5	black
2.113943352	1.792251572	1.38774566	1.662757832	2.213572206	2.050946715	1.792251572	2.113943352	1.792251572	2.113943352	1.792251572	2.113943352	21	red	2.5	black	2.5	black	2.5	black
0	1.230959556	1.26904571	0	2.213572206	2.050946715	1.230959556	0	1.230959556	0	1.230959556	0	21	red	2.5	black	2.5	black	2.5	black
2.532754379	0.602059991	1.342422681	2.262379888	0.602059991	2.532754379	0.602059991	2.532754379	0.602059991	2.532754379	0.602059991	2.532754379	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
0.243038049	1.622938969	0	1.397940009	1.622938969	0.243038049	1.622938969	0.243038049	1.622938969	0.243038049	1.622938969	0.243038049	2.5	black	2.5	black	2.5	black	2.5	black
1.51600623	1.001300933	1.475525915	0	1.001300933	1.51600623	1.001300933	1.51600623	1.001300933	1.51600623	1.001300933	1.51600623	2.5	black	2.5	black	2.5	black	2.5	black
0.974971994	0	0.959518377	0	0	0.974971994	0	0.974971994	0	0.974971994	0	0.974971994	2.5	black	2.5	black	2.5	black	2.5	black
3.114197173	3.35241408	3.233130695	3.253740123	3.35241408	3.114197173	3.35241408	3.114197173	3.35241408	3.114197173	3.35241408	3.114197173	2.5	black	2.5	black	2.5	black	2.5	black
2.701585253	2.995972848	2.99719847	2.757077024	2.995972848	2.701585253	2.995972848	2.701585253	2.995972848	2.701585253	2.995972848	2.701585253	2.5	black	2.5	black	2.5	black	2.5	black
2.331973617	1.947286645	1.785329835	2.127720153	1.947286645	2.331973617	1.947286645	2.331973617	1.947286645	2.331973617	1.947286645	2.331973617	2.5	black	2.5	black	2.5	black	2.5	black
0	1.342422681	1.51851394	1.40654018	1.342422681	0	1.342422681	0	1.342422681	0	1.342422681	0	2.5	black	2.5	black	2.5	black	2.5	black
1.875061263	1.342422681	1.51851394	1.40654018	1.342422681	1.875061263	1.342422681	1.875061263	1.342422681	1.875061263	1.342422681	1.875061263	2.5	black	2.5	black	2.5	black	2.5	black
2.045322979	1.897627091	1.73239376	1.73239376	1.897627091	2.045322979	1.897627091	2.045322979	1.897627091	2.045322979	1.897627091	2.045322979	2.5	black	2.5	black	2.5	black	2.5	black
1.606918526	1.729083757	1.68797462	1.785329835	1.729083757	1.606918526	1.729083757	1.606918526	1.729083757	1.606918526	1.729083757	1.606918526	2.5	black	2.5	black	2.5	black	2.5	black
1.602059991	1.301029996	1.361727836	1.322219295	1.301029996	1.602059991	1.301029996	1.602059991	1.301029996	1.602059991	1.301029996	1.602059991	2.5	black	2.5	black	2.5	black	2.5	black
1.380211242	1.322219295	0	1.515741417	1.322219295	1.380211242	1.322219295	1.380211242	1.322219295	1.380211242	1.322219295	1.380211242	2.5	black	2.5	black	2.5	black	2.5	black
0	0	1.397940009	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
2.369215857	2.448629036	2.315970345	2.457881897	2.448629036	2.369215857	2.448629036	2.369215857	2.448629036	2.369215857	2.448629036	2.369215857	2.5	black	2.5	black	2.5	black	2.5	black
1.431363764	1.919078092	2.082893033	1.505149978	1.919078092	1.431363764	1.919078092	1.431363764	1.919078092	1.431363764	1.919078092	1.431363764	2.5	black	2.5	black	2.5	black	2.5	black
3.084644187	3.384779792	3.302105713	3.202834198	3.384779792	3.084644187	3.384779792	3.084644187	3.384779792	3.084644187	3.384779792	3.084644187	2.5	black	2.5	black	2.5	black	2.5	black
3.114537595	3.141167469	3.030202888	2.935995698	3.141167469	3.114537595	3.141167469	3.114537595	3.141167469	3.114537595	3.141167469	3.114537595	2.5	black	2.5	black	2.5	black	2.5	black
3.502862562	3.719871333	3.455301772	3.447778009	3.719871333	3.502862562	3.719871333	3.502862562	3.719871333	3.502862562	3.719871333	3.502862562	2.5	black	2.5	black	2.5	black	2.5	black
2.401400541	2.250420002	2.195899652	2.271841607	2.250420002	2.401400541	2.250420002	2.401400541	2.250420002	2.401400541	2.250420002	2.401400541	2.5	black	2.5	black	2.5	black	2.5	black
1.458184436	1.487986331	1.659060072	1.637289548	1.487986331	1.458184436	1.487986331	1.458184436	1.487986331	1.458184436	1.487986331	1.458184436	2.5	black	2.5	black	2.5	black	2.5	black
2.312727284	2.517736779	2.580229091	2.321225485	2.517736779	2.312727284	2.517736779	2.312727284	2.517736779	2.312727284	2.517736779	2.312727284	2.5	black	2.5	black	2.5	black	2.5	black
2.762686064	2.859738566	2.733999287	2.675778342	2.859738566	2.762686064	2.859738566	2.762686064	2.859738566	2.762686064	2.859738566	2.762686064	2.5	black	2.5	black	2.5	black	2.5	black
2.60700441	2.75816978	2.714279452	2.864588203	2.75816978	2.60700441	2.75816978	2.60700441	2.75816978	2.60700441	2.75816978	2.60700441	2.5	black	2.5	black	2.5	black	2.5	black
2.495904944	2.672974801	2.686779223	2.666274558	2.672974801	2.495904944	2.672974801	2.495904944	2.672974801	2.495904944	2.672974801	2.495904944	2.5	black	2.5	black	2.5	black	2.5	black
2.216799062	2.418450451	2.923161091	2.529250645	2.418450451	2.216799062	2.418450451	2.216799062	2.418450451	2.216799062	2.418450451	2.216799062	2.5	black	2.5	black	2.5	black	2.5	black
1.51851394	1.770852012	1.73239376	1.462397998	1.770852012	1.51851394	1.770852012	1.51851394	1.770852012	1.51851394	1.770852012	1.51851394	2.5	black	2.5	black	2.5	black	2.5	black
1.84509804	1.963787827	1.880813592	1.73239376	1.963787827	1.84509804	1.963787827	1.84509804	1.963787827	1.84509804	1.963787827	1.84509804	2.5	black	2.5	black	2.5	black	2.5	black
0	0.562292864	0.380211242	0	0.562292864	0	0.562292864	0	0.562292864	0	0.562292864	0	2.5	black	2.5	black	2.5	black	2.5	black
2.54662902	2.782723382	2.55339751	2.53529412	2.782723382	2.54662902	2.782723382	2.54662902	2.782723382	2.54662902	2.782723382	2.54662902	2.5	black	2.5	black	2.5	black	2.5	black
3.503794767	3.653528951	3.522703689	3.505985192	3.653528951	3.503794767	3.653528951	3.503794767	3.653528951	3.503794767	3.653528951	3.503794767	2.5	black	2.5	black	2.5	black	2.5	black
1.888572597	1.770852012	1.892094603	1.72427587	1.770852012	1.888572597	1.770852012	1.888572597	1.770852012	1.888572597	1.770852012	1.888572597	2.5	black	2.5	black	2.5	black	2.5	black
1.591064607	1.322219295	1.681241237	1.204119983	1.322219295	1.591064607	1.322219295	1.591064607	1.322219295	1.591064607	1.322219295	1.591064607	2.5	black	2.5	black	2.5	black	2.5	black
2.390935107	2.201397124	2.012837225	2.217483944	2.201397124	2.390935107	2.201397124	2.390935107	2.201397124	2.390935107	2.201397124	2.390935107	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0	0.522444234	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
1.491361694	1.477121255	1.079181246	0.564666064	1.477121255	1.491361694	1.477121255	1.491361694	1.477121255	1.491361694	1.477121255	1.491361694	2.5	black	2.5	black	2.5	black	2.5	black
1.708335903	1.941859127	1.749968084	1.51851394	1.941859127	1.708335903	1.941859127	1.708335903	1.941859127	1.708335903	1.941859127	1.708335903	2.5	black	2.5	black	2.5	black	2.5	black
0	0.276461804	0	0	0.276461804	0	0.276461804	0	0.276461804	0	0.276461804	0	2.5	black	2.5	black	2.5	black	2.5	black
3.008600172	3.307209266	3.3604211	3.035429738	3.307209266	3.008600172	3.307209266	3.008600172	3.307209266	3.008600172	3.307209266	3.008600172	2.5	black	2.5	black	2.5	black	2.5	black
2.193152437	1.606918526	1.949341207	2.283301229	1.606918526	2.193152437	1.606918526	2.193152437	1.606918526	2.193152437	1.606918526	2.193152437	2.5	black	2.5	black	2.5	black	2.5	black
0	1.191451014	0.903632516	0	1.191451014	0	1.191451014	0	1.191451014	0	1.191451014	0	2.5	black	2.5	black	2.5	black	2.5	black
2.665168074	3.109652779	2.92549258	2.902002891	3.109652779	2.665168074	3.109652779	2.665168074	3.109652779	2.665168074	3.109652779	2.665168074	2.5	black	2.5	black	2.5	black	2.5	black
0	1.897132043	1.897132043	2.198162039	1.897132043	0	1.897132043	0	1.897132043	0	1.897132043	0	2.5	black	2.5	black	2.5	black	2.5	black
2.532754379	2.77675928	2.884846321	2.605498981	2.77675928	2.532754379	2.77675928	2.532754379	2.77675928	2.532754379	2.77675928	2.532754379	2.5	black	2.5	black	2.5	black	2.5	black
3.093169441	3.091948191	2.623889919	2.908495742	3.091948191	3.093169441	3.091948191	3.093169441	3.091948191	3.093169441	3.091948191	3.093169441	2.5	black	2.5	black	2.5	black	2.5	black
4.011950866	4.264312426	4.145544448	4.072047597	4.264312426	4.011950866	4.264312426	4.011950866	4.264312426	4.011950866	4.264312426	4.011950866	2.5	black	2.5	black	2.5	black	2.5	black
1.826074803	2.05671433	1.780461333	1.525174428	2.05671433	1.826074803	2.05671433	1.826074803	2.05671433	1.826074803	2.05671433	1.826074803	2.5	black	2.5	black	2.5	black	2.5	black
1.986771734	0.956648579	2.03614963	2.272978109	0.956648579	1.986771734	0.956648579	1.986771734	0.956648579	1.986771734	0.956648579	1.986771734	2.5	black	2.5	black	2.5	black	2.5	black
1.666143427	1.535167485	1.531478917	1.315130317	1.535167485	1.666143427	1.535167485	1.666143427	1.535167485	1.666143427	1.535167485	1.666143427	2.5	black	2.5	black	2.5	black	2.5	black
1.659345636	1.272073788	0	0.727541257	1.272073788	1.659345636	1.272073788	1.659345636	1.272073788	1.659345636	1.272073788	1.659345636	2.5	black	2.5	black	2.5	black	2.5	black
0	1.276461804	0	0	1.276461804	0	1.276461804	0	1.276461804	0	1.276461804	0	2.5	black	2.5	black	2.5	black	2.5	black
1.264817823	0.88536122	0	1.242292905	0.88536122	1.264817823	0.88536122	1.264817823	0.88536122	1.264817823	0.88536122	1.264817823	2.5	black	2.5	black	2.5	black	2.5	black
1.608526034	1.795323764	1.462397998	1.131297797	1.795323764	1.608526034	1.795323764	1.608526034	1.795323764	1.608526034	1.795323764	1.608526034	2.5	black	2.5	black	2.5	black	2.5	black
2.205718498	2.187520721	1.944482672	2.190331698	2.187520721	2.205718498	2.187520721	2.205718498	2.187520721	2.205718498	2.187520721	2.205718498	2.5	black	2.5	black	2.5	black	2.5	black
0	0	0.607455023	1.106530854	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
2.269092456	2.16337012	2.290101421	2.374363358	2.16337012	2.269092456	2.16337012	2.269092456	2.16337012	2.269092456	2.16337012	2.269092456	2.5	black	2.5	black	2.5	black	2.5	black
1.934548948	0	0	0	0	1.934548948	0	1.934548948	0	1.934548948	0	1.934548948	2.5	black	2.5	black	2.5	black	2.5	black
0	1.293583513	0	0.281033367	1.293583513	0	1.293583513	0	1.293583513	0	1.293583513	0	2.5	black	2.5	black	2.5	black	2.5	black
1.190331698	0.586587305	1.168497484	0.624282096	0.586587305	1.190331698	0.586587305	1.190331698	0.586587305	1.190331698	0.586587305	1.190331698	2.5	black	2.5	black	2.5	black	2.5	black
1.816108671	2.28970041	2.223210298	2.274411883	2.28970041	1.816108671	2.28970041	1.816108671	2.28970041	1.816108671	2.28970041	1.816108671	2.5	black	2.5	black	2.5	black	2.5	black
2.276323911	2.382719275	1.33725954	1.337858429	2.382719275	2.276323911	2.382719275	2.276323911	2.382719275	2.276323911	2.382719275	2.276323911	2.5	black	2.5	black	2.5	black	2.5	black
2.45484486	2.795101063	2.575187845	2.413299764	2.795101063	2.45484486	2.795101063	2.45484486	2.795101063	2.45484486	2.795101063	2.45484486	2.5	black	2.5	black	2.5	black	2.5	black
1.900312497	1.763802224	2.264817823	2.104077206	1.763802224	1.900312497	1.763802224	1.900312497	1.763802224	1.900312497	1.763802224	1.900312497	2.5	black	2.5	black	2.5	black	2.5	black
1.558828525	1.62283548	0	1.504062883	1.62283548	1.558828525	1.62283548	1.558828525	1.62283548	1.558828525	1.62283548	1.558828525	2.5	black	2.5	black	2.5	black	2.5	black
3.186840546	3.522698476	3.755739975	3.300378065	3.522698476	3.186840546	3.522698476	3.186840546	3.522698476	3.186840546	3.522698476	3.186840546	2.5	black	2.5	black	2.5	black	2.5	black
1.350248018	2.577974081	2.30291508	0	2.577974081	1.350248018	2.577974081	1.350248018	2.577974081	1.350248018	2.577974081	1.350248018	2.5	black	2.5	black	2.5	black	2.5	black
1.903089987	1.86923172	1.924279286	1.959089114	1.86923172	1.903089987	1.86923172	1.903089987	1.86923172	1.903089987	1.86923172	1.903089987	2.5	black	2.5	black	2.5	black	2.5	black
2.752048448	2.870292684	2.583198774	2.537819095	2.870292684	2.752048448	2.870292684	2.752048448	2.870292684	2.752048448	2.870292684	2.752048448	2.5	black	2.5	black	2.5	black	2.5	black
0	0	1.18723862	0	0	0	0	0	0	0	0	0	2.5	black	2.5	black	2.5	black	2.5	black
1.302547372	1.26245109	0	0.487138375	1.26245109	1.302547372	1.26245109	1.302547372	1.26245109	1.302547372	1.26245109	1.302547372	2.5	black	2.5	black	2.5	black	2.5	black
2.522444234	2.521138084	2.342422681	2.428992812	2.521138084	2.522444234	2.521138084	2.522444234	2.521138084	2.522444234	2.521138084	2.522444234	2.5	black	2.5	black	2.5	black	2.5	black
2.805500858	2.805507655	3.043755127	2.888740961	2.805507655	2.805500858	2.805507655	2.805500858	2.805507655	2.805500858	2.805507655	2.805500858	2.5	black	2.5	black	2.5	black	2.5	black
1.880813592	1.851258349	2.123851641	2.045322979	1.851258349	1.880813592	1.851258349	1.880813592	1.851258349	1.880813592	1.851258349	1.880813592	2.5	black	2.5	black	2.5	black	2.5	black
1.689930104	1.447623098	1.442479769	1.767081621	1.447623098	1.689930104	1.447623098	1.689930104	1.447623098	1.689930104	1.447623098	1.689930104	2.5	black	2.5	black	2.5	black	2.5	black
2.029383778	1.69019608	1.255272505	1.633468456	1.69019608	2.029383778	1.69019608	2.029383778	1.69019608	2.029383778	1.69019608	2.029383778	2.5	black	2.5	black	2.5	black	2.5	black
3.142958557	3.14082218	2.852479994	3.04648736	3.14082218	3.142958557	3.14082218	3.142958557	3.14082218	3.142958557	3.14082218	3.142958557	2.5	black	2.5	black	2.5	black	2.5	black
2.759841528	2.760211317	2.291524245	2.33243846	2.760211317	2.759841528	2.760211317	2.759841528	2.760211317	2.759841528	2.760211317	2.759841528	2.5	black	2.5	black	2.5	black	2.5	black
0	0.84509804	0.301029996	0	0.84509804	0	0.84509804	0	0.84509804	0	0.84509804	0	2.5	black	2.5	black	2.5	black	2.5	black
0.301029996	0	0	0	0	0.301029996	0	0.301029996	0	0.301029996	0	0.301029996	2.5	black	2.5	black	2.5	black	2.5	black
1.69019608	1.740362689	1.612783857	1.602059991	1.740362689	1.69019608	1.740362689	1.69019608	1.740362689	1.69019608	1.740362689	1.69019608	2.5	black	2.5	black	2.5	black	2.5	black
2.684845362	2.681241237	2.77815125	2.557507202	2.681241237	2.684845362	2.681241237	2.684845362	2.681241237	2.684845362	2.681241237	2.684845362	2.5	black	2.5	black	2.5	black	2.5	black
2.330413773	2.551876763	2.516257654	2.25358029	2.551876763	2.330413773	2.551876763	2.330413773	2.551876763	2.330413773	2.551876763	2.330413773	2.5	black	2.5	black	2.5	black	2.5	black
1.204119983	1.342422681	1.431363764	1.361727836	1.342422681	1.204119983	1.342422681	1.204119983	1.342422681	1.204119983	1.342422681	1.204119983	2.5	black	2.5	black	2.5	black	2.5	black
1.574031268	1.62838893	1.505149978	1.439332694	1.62838893	1.574031268	1.62838893	1.574031268	1.62838893	1.574031268	1.62838893	1.574031268	2.5	black	2.5	black	2.5	black	2.5	black
1.574031268	1.62838893	1.505149978	1.439332694	1.62838893	1.574031268	1.62838893	1.574031268	1.62838893	1.574031268	1.62838893	1.574031268	2.5	black	2.5	black	2.5	black	2.5	black
2.025305865	2.146376133	2.522405106	2.152288344	2.146376133	2.025305865	2.146376133	2.025305865	2.146376133	2.025305865	2.146376133	2.025305865	2.5	black	2.5	black	2.5	black	2.5	black
2.528080714	2.506883691	0	0	2.506883691	2.528080714	2.506883691	2.528080714	2.506883691	2.528080714	2.506883691	2.528080714	2.5	black	2.5	black	2.5	black	2.5	black
1.985201858	1.855640281	2.666517981	2.517195898	1.855640281	1.985201858	1.855640281	1.985201858	1.855640281	1.985201858	1.855640281	1.985201858	2.5	black	2.5	black	2.5	black	2.5	black
3.00753015	3.120728539	2.972984605	2.992151289	3.120728539	3.00753015	3.120728539	3.00753015	3.120728539	3.00753015	3.120728539	3.00753015	2.5	black	2.5	black	2.5	black	2.5	black
1.751279104	1.796990391	1.642068627	1.495960395	1.796990391	1.751279104	1.796990391	1.751279104	1.796990391	1.751279104	1.796990391	1.751279104	2.5	black	2.5	black	2.5	black	2.5	black
2.779654201	2.974313613	3.262208956	3.040127442	2.974313613	2.779654201	2.974313613	2.779654201	2.974313613	2.779654201	2.974313613	2.779654201	2.5	black	2.5	black	2.5	black	2.5	black
1.375114685	1.442793226	1.681602999	1.680426171	1.442793226	1.375114685	1.442793226	1.375114685	1.442793226	1.375114685	1.442793226	1.375114685	2.5	black	2.5	black	2.5	black	2.5	black
2.236007926	2.566684917	2.710151227	2.270236166	2.566684917	2.236007926	2.566684917	2.236007926	2.566684917	2.236007926	2.566684917	2.236007926	2.5	black	2.5	black	2.5	black	2.5	black
2.05300157	2.524512957	1.842109763	1.751971575	2.524512957	2.05300157	2.524512957	2.05300157	2.524512957	2.05300157	2.524512957	2.05300157	2.5	black	2.5	black	2.5	black	2.5	black
2.140947771	1.885643872	1.9263939	2.031852631	1.885643872	2.140947771	1.885643872	2.140947771	1.885643872	2.140947771	1.885643872	2.140947771	2.5	black	2.5	black	2.5	black	2.5	black
-0.008773924	-0.366531544	-0.22184875	-0.124938737	-0.366531544	-0.008773924	-0.366531544	-0.008773924	-0.366531544	-0.008773924	-0.366531544	-0.008773924	2.5	black	2.5	black	2.5	black	2.5	black
2.57051959	2.644871683	2.11058971	2.438209974	2.644871683	2.57051959	2.644871683	2.57051959	2.644871683	2.57051959	2.644871683	2.57051959	2.5	black	2.5	black	2.5	black	2.5	black
2.334453751	2.514547753	2.123851641	1.857332496	2.514547753	2.334453751	2.514547753	2.334453751	2.514547753	2.334453751	2.514547753	2.334453751	2.5	black	2.5	black	2.5	black	2.5	black
1.856789289	1.779307828	2.282304828	2.257486579	1.779307828	1.856789289	1.779307828	1.856789289	1.779307828	1.856789289	1.779307828	1.856789289	2.5	black	2.5	black	2.5	black	2.5	black
1.857875026	2.052463077	2.180240601	1.813447544	2.052463077	1.857875026	2.052463077	1.857875026	2.052463077	1.857875026	2.052463077	1.857875026	2.5	black	2.5	black	2.5	black	2.5	black
2.354108439	2.34795417	2.281033367	2.295699017	2.34795417	2.354108439	2.34795417	2.354108439	2.34795417	2.354108439	2.34795417	2.354108439	2.5	black	2.5	black	2.5	black	2.5	black
3.105169428	3.21170775	3.083101106	3.074516572	3.21170775	3.105169428	3.21170775	3.105169428	3.21170775	3.105169428	3.21170775	3.105169428	2.5	black	2.5	black	2.5	black	2.5	black
1.792391689	2.086359831	2.017283822	1.897901874	2.086359831	1.792391689	2.086359831	1.792391689	2.086359831	1.792391689	2.086359831	1.792391689	2.5	black	2.5	black	2.5	black	2.5	black
1.556181847	1.94512377	0	1.695394108	1.94512377	1.556181847	1.94512377	1.556181847	1.94512377	1.556181847	1.94512377	1.556181847	2.5	black	2.5	black	2.5	black	2.5	black
2.130365937	2.036908223	2.096910013	2.010342366	2.036908223	2.130365937	2.036908223	2.130365937	2.036908223	2.130365937	2.036908223	2.130365937	2.5	black	2.5	black	2.5	black	2.5	black
1.681241237	1.934498451	1.826204423	1.875061263	1.934498451	1.681241237	1.934498451	1.681241237	1.934498451	1.681241237	1.934498451	1.681241237	2.5	black	2.5	black	2.5	black	2.5	black
2.992915647	3.481366656	3.397731497	3.100267129	3.481366656	2.992915647	3.481366656	2.992915647	3.481366656	2.992915647	3.481366656	2.992915647	2.5	black	2.5	black	2.5	black	2.5	black
2.876898779	3.168653613	3.103400016	2.917095704	3.168653613	2.876898779	3.168653613	2.876898779	3.168653613	2.876898779	3.168653613	2.876898779	2.5	black	2.5	black	2.5	black	2.5	black
2.243261343	1.898286279	-0.585026652	2.328379603	1.898286279	2.243261343	1.898286279	2.243261343	1.898286279	2.243261343	1.898286279	2.243261343	2.5	black	2.5	black	2.5	black	2.5	black
2.344392274	2.383815366	1.838849091	1.977723605	2.383815366	2.344392274	2.383815366	2.344392274	2.383815366	2.344392274	2.383815366	2.344392274	2.5	black	2.5	black	2.5	black	2.5	black
3.579049247	3.719750461	3.726677503	3.508529719	3.719750461	3.579049247	3.719750461	3.579049247	3.719750461	3.579049247	3.719750461	3.579049247	2.5	black	2.5	black	2.5	black	2.5	black
2.884795364	3.17696187	3.188104088	3.274615004	3.17696187	2.884795364	3.17696187	2.884795364	3.17696187	2.884795364	3.17696187	2.884795364	2.5	black	2.5	black	2.5	black	2.5	black
2.004321374	2.003503615	2.378397901	2.505149978	2.003503615	2.004321374	2.003503615	2.004321374	2.003503615	2.004321374	2.003503615	2.004321374	2.5	black	2.5	black	2.5	black	2.5	black
