"gene"	"transcript"	"logFC_gast_nect"	"logCPM_gast_nect"	"PValue_gast_nect"	"P_adjust_gast_nect"	"CMN0040"	"CMN0039"	"CMN0047"	"CMN0048"	"go"	"CMN0039_GO_wnt"	"CMN0040_GO_wnt"	"CMN0039_GO_mapk"	"CMN0040_GO_mapk"	"CMN0039_GO_cyst"	"CMN0040_GO_cyst"	"CMN0039_GO_fate"	"CMN0040_GO_fate"
"2595"	"c89283_g1_i2"	"110255"	-0.498269117918835	4.07995468288236	0.564254812522263	1	314.79	230.37	188.77	177	"GO:0043229,GO:0005488,GO:0007126"	230.37	314.79	230.37	314.79	230.37	314.79	230.37	314.79
"2596"	"c89291_g5_i1"	"30740"	-0.742769890465162	0.807035848851003	0.508608727316368	1	19	18	18	31	"GO:0044767"	18	19	18	19	18	19	18	19
"2597"	"c89298_g1_i1"	"109245"	0.0645058701144131	5.61589629215549	0.9397551583781	1	558	776	726	632	"GO:0016020,GO:0000166,GO:0016849,GO:0009190"	776	558	776	558	776	558	776	558
"2598"	"c89364_g1_i3"	"103414"	-8.45291825175772	6.37865884692716	3.225752388344e-11	1.132722951167e-06	1011.01	8	6	3082	"GO:0005615,GO:0005794,GO:0005488,GO:0032504,GO:0050829"	8	1011.01	8	1011.01	8	1011.01	8	1011.01
"2599"	"c89449_g1_i1"	"63893"	-0.022600992258088	4.4497676631508	0.980394985194653	1	354.03	468.88	192	194	"GO:0003824,GO:0005488,GO:0006520"	468.88	354.03	468.88	354.03	468.88	354.03	468.88	354.03
"2600"	"c89641_g1_i1"	"98132"	0.548545396924361	4.48601518926339	0.518684324260373	1	239	483	319	212	"GO:0044424,GO:0007389,GO:0009888,GO:0048513,GO:0048523"	483	239	483	239	483	239	483	239
"2601"	"c89656_g2_i1"	"6967"	-3.51311491306139	3.05313670393232	0.000801930053122607	1	117	17	21.99	255	"GO:0003973,GO:0010181,GO:0055114"	17	117	17	117	17	117	17	117
"2602"	"c89864_g1_i1"	"12862"	0.107314379143174	-1.8813355588932	0.999999999999996	1	1	0	3.79	2	"GO:0003676"	0	1	0	1	0	1	0	1
"2603"	"c89898_g1_i1"	"53385"	-4.28811904331212	3.49736569537194	0.00160529605013167	1	164.36	1	29.93	361.46	"GO:0071704"	1	164.36	1	164.36	1	164.36	1	164.36
"2604"	"c90020_g1_i2"	"90842"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0022603,GO:0030154,GO:0048518,GO:0048856,GO:0051128,GO:0051960"	0	0	0	0	0	0	0	0
"2605"	"c90020_g1_i3"	"90841"	-2.92126795236668	4.68104676560805	0.0845324779602858	1	156.93	0	169.24	952.88	"GO:0050789"	0	156.93	0	156.93	0	156.93	0	156.93
"2606"	"c90020_g1_i4"	"90845"	-2.7417158186817	5.02815780311252	0.0178227509109796	1	504.07	21	221.62	898.13	"GO:0050789"	21	504.07	21	504.07	21	504.07	21	504.07
"2607"	"c90020_g1_i5"	"90844"	0.198349177447141	-2.7745472989789	1	1	0	0	0.04	0	"GO:0050789"	0	0	0	0	0	0	0	0
"2608"	"c90035_g3_i1"	"21633"	-1.48117090192334	1.59521555538087	0.143278453736529	1	59.52	16.41	28.46	46.53	"GO:0006464"	16.41	59.52	16.41	59.52	16.41	59.52	16.41	59.52
"2609"	"c90035_g3_i2"	"12599"	-0.475747310184557	1.28789893835873	0.663537387636515	1	39.39	23.59	33.54	27.47	"GO:0006464"	23.59	39.39	23.59	39.39	23.59	39.39	23.59	39.39
"2610"	"c90069_g1_i1"	"53966"	0.00454771247016261	4.63866949661365	0.998158969177944	1	429.37	578	187	191	"GO:0044424,GO:0008080,GO:0006584,GO:0030154,GO:0048102,GO:0048731"	578	429.37	578	429.37	578	429.37	578	429.37
"2611"	"c90095_g2_i1"	"95079"	-0.309586911025414	2.37111619250123	0.750788994303956	1	83.86	64.57	69.86	55.38	"GO:0005765,GO:0030496,GO:0031902,GO:0051233,GO:0070062,GO:0003924,GO:0005525,GO:0019003,GO:0043014,GO:0048487,GO:0006886,GO:0007059,GO:0007067,GO:0007264,GO:0051301"	64.57	83.86	64.57	83.86	64.57	83.86	64.57	83.86
"2612"	"c90095_g2_i2"	"51544"	-0.102273866682758	0.967313112558036	0.954898894018163	1	21.03	32.87	20.14	25.62	"GO:0005764,GO:0005768,GO:0016020,GO:0030496,GO:0051233,GO:0070062,GO:0005525,GO:0019003,GO:0043014,GO:0048487,GO:0006886,GO:0007059,GO:0007067,GO:0007264,GO:0051301"	32.87	21.03	32.87	21.03	32.87	21.03	32.87	21.03
"2613"	"c90227_g2_i1"	"60440"	0.0503677600687096	2.23741720262018	0.970072486334331	1	59	75	65	53	"GO:0016020,GO:0005216,GO:0022836,GO:0006811,GO:0055085"	75	59	75	59	75	59	75	59
"2614"	"c90366_g1_i2"	"62044"	-0.155153465929335	2.72038379446034	0.872463467977875	1	106	102	82	64	"GO:0005509"	102	106	102	106	102	106	102	106
"2615"	"c90469_g1_i1"	"48019"	0.558454288769431	6.73216841526168	0.551242473229423	1	1536	3104.92	812.02	620	"GO:0005634,GO:0044446,GO:0033036,GO:0071702"	3104.92	1536	3104.92	1536	3104.92	1536	3104.92	1536
"2616"	"c90478_g1_i1"	"67533"	-0.506614158985368	4.19158174777099	0.584425976124936	1	310.37	362.57	100.68	221.57	"GO:0044699"	362.57	310.37	362.57	310.37	362.57	310.37	362.57	310.37
"2617"	"c90478_g1_i2"	"67534"	-0.479159477974501	2.00670509337963	0.617138048452711	1	42.63	55.43	42.32	69.43	"GO:0044699"	55.43	42.63	55.43	42.63	55.43	42.63	55.43	42.63
"2618"	"c90616_g1_i2"	"30791"	0.342101184962016	4.01486557227282	0.693616963346295	1	203	339.21	205.18	150	"GO:0016791,GO:0016311,GO:0044238,GO:0044763,GO:0071704"	339.21	203	339.21	203	339.21	203	339.21	203
"2619"	"c90634_g1_i1"	"90191"	0.402650595336315	2.42470355363369	0.69008468506181	1	84	124.99	57	29	"GO:0001946,GO:0042384,GO:0045766"	124.99	84	124.99	84	124.99	84	124.99	84
"2620"	"c90660_g1_i1"	"44454"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0005581,GO:0042151,GO:0030246"	0	0	0	0	0	0	0	0
"2621"	"c90660_g1_i2"	"31578"	-1.51949019177282	4.99840585123867	0.357908483027323	1	450.21	0	468.33	721.24	"GO:0005581,GO:0042151,GO:0030246"	0	450.21	0	450.21	0	450.21	0	450.21
"2622"	"c90660_g1_i3"	"44455"	-2.42280672351776	6.28646794901645	0.0666936292845297	1	1262.79	17	681.67	1997.83	"GO:0005581,GO:0042151,GO:0030246"	17	1262.79	17	1262.79	17	1262.79	17	1262.79
"2623"	"c90700_g1_i1"	"54959"	0.56270541743622	7.80612446287905	0.494677344477753	1	1800	3900	4090	2685	"GO:0005730,GO:0005737,GO:0003743,GO:0043022,GO:0043023,GO:0006413,GO:0007229,GO:0042256,GO:0042273"	3900	1800	3900	1800	3900	1800	3900	1800
"2624"	"c90711_g2_i1"	"67313"	0.95548719676257	-1.90028502766868	0.801665467216116	1	2	4	1	0	"GO:0003824,GO:0005488,GO:0090304"	4	2	4	2	4	2	4	2
"2625"	"c90711_g2_i2"	"49335"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0003824,GO:0005488,GO:0043170,GO:0044238"	0	0	0	0	0	0	0	0
"2626"	"c90755_g1_i1"	"11766"	-0.193563641240922	5.01442096928603	0.913171252406445	1	870.81	801.74	134.67	0	"GO:0003700,GO:0043565,GO:0006351,GO:0006355"	801.74	870.81	801.74	870.81	801.74	870.81	801.74	870.81
"2627"	"c90755_g1_i2"	"11767"	-0.0955807333808807	9.12687164730227	0.912682359674569	1	5131.62	5025.62	10867	9187.74	"GO:0003700,GO:0043565,GO:0006351,GO:0006355"	5025.62	5131.62	5025.62	5131.62	5025.62	5131.62	5025.62	5131.62
"2628"	"c90849_g1_i1"	"65740"	4.08687739636196	2.64123517006435	0.00113018367398983	1	1	156	187.13	15.44	"GO:0005634,GO:0003713,GO:0001503,GO:0006355,GO:0030097,GO:0030154"	156	1	156	1	156	1	156	1
"2629"	"c90881_g1_i1"	"92153"	-0.661392228641347	1.24633931201003	0.526813431301886	1	31.85	18	33	36.2	"GO:0005622"	18	31.85	18	31.85	18	31.85	18	31.85
"2630"	"c90995_g1_i1"	"3096"	8.52994980066939	1.04277290160573	0.00269936675551827	1	0	120.29	0	0.03	"GO:0005654,GO:0005794,GO:0005829,GO:0016020,GO:0030136,GO:0048471,GO:0008289,GO:0030276,GO:0006892,GO:0006897,GO:0061024"	120.29	0	120.29	0	120.29	0	120.29	0
"2631"	"c91028_g1_i1"	"112098"	-11.8081581667029	4.03778896600495	9.78283584623321e-12	3.43524280740479e-07	309.23	0	0	499.52	"GO:0005634,GO:0034451,GO:0000987,GO:0008134,GO:0000122,GO:0006351,GO:0007367,GO:0035566,GO:0043154,GO:0045918,GO:0045944,GO:0048793,GO:0050679,GO:0072207,GO:2000378"	0	309.23	0	309.23	0	309.23	0	309.23
"2632"	"c91028_g1_i2"	"112099"	-10.6156350756506	2.85967407229068	4.41136840312801e-09	0.00015490520147584	140.2	0	0	213.71	"GO:0005634,GO:0034451,GO:0000987,GO:0008134,GO:0000122,GO:0006351,GO:0007367,GO:0035566,GO:0043154,GO:0045918,GO:0045944,GO:0048793,GO:0050679,GO:0072207,GO:2000378"	0	140.2	0	140.2	0	140.2	0	140.2
"2633"	"c91028_g1_i4"	"112101"	-3.56338187046991	3.27083765660523	0.0152269207295611	1	272.19	0	42.14	167.12	"GO:0005634,GO:0034451,GO:0000987,GO:0008134,GO:0000122,GO:0006351,GO:0007367,GO:0035566,GO:0043154,GO:0045918,GO:0045944,GO:0048793,GO:0050679,GO:0072207,GO:2000378"	0	272.19	0	272.19	0	272.19	0	272.19
"2634"	"c91122_g1_i1"	"50604"	1.42904357659055	-0.569803096508485	0.390068276865785	1	5	22	2	2	"GO:0004674,GO:0005524,GO:0006468"	22	5	22	5	22	5	22	5
"2635"	"c91180_g2_i2"	"69099"	-0.155915475539448	4.44353901439581	0.867512784664062	1	348.41	499.47	133.48	221.57	"GO:0005634,GO:0005783,GO:0048471,GO:0006913"	499.47	348.41	499.47	348.41	499.47	348.41	499.47	348.41
"2636"	"c91421_g1_i1"	"71092"	0.592627039917275	3.16455889987749	0.512820117889066	1	111	167	151.95	65	"GO:0044464,GO:0005085,GO:0005488,GO:0007165,GO:0016043,GO:0048522,GO:0050790,GO:0051179"	167	111	167	111	167	111	167	111
"2637"	"c91462_g1_i1"	"101843"	-1.01815716736524	2.99856547629835	0.261894143656901	1	139	85.11	71.21	123.32	"GO:0044464,GO:0044699"	85.11	139	85.11	139	85.11	139	85.11	139
"2638"	"c91519_g1_i1"	"106423"	-0.0509279064005819	1.84483484249079	0.976339306101889	1	61	77.98	26.28	27	"GO:0030896,GO:0008408,GO:0000076,GO:0006281,GO:0031573,GO:0071479,GO:0090305"	77.98	61	77.98	61	77.98	61	77.98	61
"2639"	"c91525_g1_i1"	"56196"	0.226756589209231	7.90943102632677	0.785913071092013	1	2305.95	2999.47	4681.44	3196.88	"GO:0097159,GO:1901363"	2999.47	2305.95	2999.47	2305.95	2999.47	2305.95	2999.47	2305.95
"2640"	"c91525_g1_i2"	"56197"	0.289550828036943	6.31637668240857	0.733277569448116	1	703.53	1148.99	1458.77	1074.11	"GO:0005654,GO:0005515,GO:0044822"	1148.99	703.53	1148.99	703.53	1148.99	703.53	1148.99	703.53
"2641"	"c91531_g1_i1"	"59034"	-0.0518275771618436	2.87229523170065	0.96534763869298	1	118	181	38	65	"GO:0005634,GO:0005737,GO:0005929,GO:0004693,GO:0005524,GO:0006468,GO:0007049,GO:0007275,GO:0051301,GO:0060271"	181	118	181	118	181	118	181	118
"2642"	"c91542_g1_i1"	"107391"	-0.991417668609559	4.44965994558989	0.24869444217899	1	390.06	181.01	251	331	"GO:0005654,GO:0005829,GO:0005886,GO:0070062,GO:0051082,GO:0051087,GO:0006457,GO:0006986,GO:0009408"	181.01	390.06	181.01	390.06	181.01	390.06	181.01	390.06
"2643"	"c91613_g1_i1"	"118080"	0.437702144521458	3.63341963086445	0.631589430981139	1	172	298	134	89	"GO:0000776,GO:0031965,GO:0071339,GO:0072487,GO:0008134,GO:0019899,GO:0035064,GO:0043995,GO:0043996,GO:0046872,GO:0046972,GO:0006351,GO:0010506,GO:0030099,GO:0043981,GO:0043982,GO:0043984,GO:0045892,GO:0045893"	298	172	298	172	298	172	298	172
"2644"	"c91614_g1_i1"	"62378"	0.3767932183581	6.065747615825	0.650840902500844	1	715.04	1190.99	1080.01	734	"GO:0000178,GO:0003723,GO:0000291,GO:0016072,GO:0043628,GO:0071046,GO:0090305"	1190.99	715.04	1190.99	715.04	1190.99	715.04	1190.99	715.04
"2645"	"c91655_g1_i1"	"13541"	0.406525253563057	7.85955454540379	0.651778815078433	1	4003.87	4393.66	3586.07	1023.13	"GO:0005634,GO:0005737,GO:0070062,GO:0003713,GO:0017025,GO:0003231,GO:0010664,GO:0015031,GO:0043403,GO:0048633,GO:0048742,GO:0051451,GO:0061384,GO:1901227,GO:1901228,GO:2000138"	4393.66	4003.87	4393.66	4003.87	4393.66	4003.87	4393.66	4003.87
"2646"	"c91655_g1_i2"	"13539"	0.40118672714715	10.4667705714306	0.622591032247452	1	13788.2	27113.7	21495.1	16556.3	"GO:0005634,GO:0005737,GO:0070062,GO:0003713,GO:0017025,GO:0003231,GO:0010664,GO:0015031,GO:0043403,GO:0048633,GO:0048742,GO:0051451,GO:0061384,GO:1901227,GO:1901228,GO:2000138"	27113.7	13788.2	27113.7	13788.2	27113.7	13788.2	27113.7	13788.2
"2647"	"c91734_g2_i1"	"53508"	-0.437973820182923	4.06342405808546	0.607309941609403	1	227	258	169	248	"GO:0005737,GO:0032991,GO:0044454,GO:0005515,GO:0001833,GO:0006260"	258	227	258	227	258	227	258	227
"2648"	"c91734_g2_i3"	"107318"	5.12548240610387e-15	-2.78163738332491	1	1	0	0	0	0	"GO:0000811,GO:0005737,GO:0031298,GO:0005515,GO:0043138,GO:0000727,GO:0001833,GO:0006270"	0	0	0	0	0	0	0	0
"2649"	"c91755_g1_i1"	"58916"	0.577334890398317	3.17045516090937	0.520893857228436	1	106.74	159.65	158.53	70.94	"GO:0000974,GO:0071012,GO:0071013,GO:0071014,GO:0071020,GO:0000384,GO:0044822,GO:0000350,GO:0000389"	159.65	106.74	159.65	106.74	159.65	106.74	159.65	106.74
"2650"	"c91755_g1_i2"	"58915"	-0.922195802925802	1.97398641203399	0.391633931108228	1	22.24	33.35	44.47	100.06	"GO:0000974,GO:0071012,GO:0071013,GO:0071014,GO:0071020,GO:0000384,GO:0044822,GO:0000350,GO:0000389"	33.35	22.24	33.35	22.24	33.35	22.24	33.35	22.24
"2651"	"c91759_g1_i1"	"105315"	0.330460862634851	5.05154735346909	0.70429945832808	1	248.46	488.17	608.59	476.55	"GO:0005739,GO:0008121,GO:0006122,GO:1902600"	488.17	248.46	488.17	248.46	488.17	248.46	488.17	248.46
"2652"	"c91759_g1_i2"	"17497"	-0.187549005948314	6.80912439742861	0.848621931190615	1	477.34	1003.05	2079.74	2460.17	"GO:0005739,GO:0008121,GO:0006122,GO:1902600"	1003.05	477.34	1003.05	477.34	1003.05	477.34	1003.05	477.34
"2653"	"c91781_g1_i1"	"39494"	0.27670751783562	2.59066978267729	0.769678358911691	1	53	85	107	79	"GO:0005739,GO:0016020"	85	53	85	53	85	53	85	53
"2654"	"c91820_g1_i1"	"62121"	2.64497293338802	5.5896524833218	0.0384192779479414	1	29	300	2086.28	296	"GO:0005783"	300	29	300	29	300	29	300	29
"2655"	"c91830_g1_i2"	"111689"	-0.459559687941699	1.63387633501002	0.679857492988911	1	69.43	55.77	20.76	16.91	"GO:0005488"	55.77	69.43	55.77	69.43	55.77	69.43	55.77	69.43
"2656"	"c91830_g1_i3"	"111688"	1.62256681093458	-2.68546259314977	1	1	0	0	0.56	0	"GO:0005488"	0	0	0	0	0	0	0	0
"2657"	"c91844_g1_i1"	"8898"	-1.43793467873729	1.65084130771236	0.176374996020698	1	32.58	15.47	32.1	76	"GO:0005634,GO:0000977,GO:0001047,GO:0003700,GO:0006357,GO:0010038,GO:0045893"	15.47	32.58	15.47	32.58	15.47	32.58	15.47	32.58
"2658"	"c91844_g1_i2"	"8897"	0.636394106097703	1.25683691954968	0.679958306504211	1	44.42	56.53	26.9	0	"GO:0005634,GO:0000977,GO:0001047,GO:0003700,GO:0006357,GO:0010038,GO:0045893"	56.53	44.42	56.53	44.42	56.53	44.42	56.53	44.42
"2659"	"c91873_g1_i1"	"1519"	-0.266669338638939	3.51708612031812	0.779641922891545	1	221	225	90	89	"GO:0005654,GO:0005739,GO:0005829,GO:0004721,GO:0005506,GO:0051539,GO:0006470,GO:0016226"	225	221	225	221	225	221	225	221
"2660"	"c91907_g1_i1"	"49508"	-1.8333804347849	1.07480638672611	0.0870313634460484	1	47	16	10	30	"GO:0016021,GO:0008045"	16	47	16	47	16	47	16	47
"2661"	"c91993_g1_i1"	"52754"	-0.135264395326045	9.88472536873002	0.868837288451714	1	10216.5	13463.7	13553.5	14370.6	"GO:0004601,GO:0051920,GO:0055114"	13463.7	10216.5	13463.7	10216.5	13463.7	10216.5	13463.7	10216.5
"2662"	"c92016_g1_i1"	"55443"	0.426538036239761	6.20756950829177	0.654539785025178	1	1213.64	1981.74	628.28	369.45	"GO:0030176,GO:0047874,GO:0006487,GO:0008610"	1981.74	1213.64	1981.74	1213.64	1981.74	1213.64	1981.74	1213.64
"2663"	"c92016_g1_i2"	"55442"	-0.0718173974847966	3.78790711313564	0.938555769686084	1	165.21	207.8	192.74	183.57	"GO:0030176,GO:0047874,GO:0006487,GO:0008610"	207.8	165.21	207.8	165.21	207.8	165.21	207.8	165.21
"2664"	"c92034_g1_i1"	"115042"	0.19790611808463	5.47117133045776	0.819878340931424	1	576.05	987	458.45	452.51	"GO:0005488"	987	576.05	987	576.05	987	576.05	987	576.05
"2665"	"c92034_g1_i2"	"115039"	0.438519701249431	5.67624733837436	0.609157123096183	1	405.95	911.69	851.54	668.49	"GO:0005488"	911.69	405.95	911.69	405.95	911.69	405.95	911.69	405.95
"2666"	"c92040_g1_i2"	"30100"	-0.921347443122218	6.70303261547633	0.266128808004846	1	1669.05	1245.82	928	1724	"GO:0000159,GO:0008601,GO:0007165,GO:0034047"	1245.82	1669.05	1245.82	1669.05	1245.82	1669.05	1245.82	1669.05
"2667"	"c92069_g1_i1"	"52767"	-0.414682843806329	2.67995113129361	0.659037018250822	1	106	70	90	73	"GO:0000166,GO:0016301,GO:0043167,GO:0007165"	70	106	70	106	70	106	70	106
"2668"	"c92082_g2_i1"	"109330"	8.5163010319956e-05	1.70912180644466	0.999999999999999	1	43	70	26	35	"GO:0004132,GO:0008270,GO:0006220"	70	43	70	43	70	43	70	43
"2669"	"c92143_g1_i1"	"40023"	0.123901569532066	6.5374691624217	0.884510274941653	1	740.6	1625	1294	1459	"GO:0008252,GO:0008152"	1625	740.6	1625	740.6	1625	740.6	1625	740.6
"2670"	"c92191_g1_i1"	"108989"	0.0104980524427482	2.87331312479303	1	1	109	106	110	70	"GO:0005737,GO:0004645,GO:0017061,GO:0009116,GO:0043101,GO:0044711"	106	109	106	109	106	109	106	109
"2671"	"c92209_g1_i1"	"91457"	-7.26525373269664	-0.270133105720971	0.0146388207907273	1	0	0	0	34.05	"GO:0016020,GO:0004930,GO:0007186,GO:0007612,GO:0048522,GO:0065008"	0	0	0	0	0	0	0	0
"2672"	"c92209_g1_i2"	"92183"	-1.15609059816528	3.61801552991531	0.239302444128927	1	306	59	161	114.95	"GO:0016020,GO:0004930,GO:0003008,GO:0007186"	59	306	59	306	59	306	59	306
"2673"	"c92272_g1_i1"	"89710"	0.362904892360096	1.9970025086854	0.717037197508933	1	48	59.23	70	36	"GO:0005654,GO:0004674,GO:0005524,GO:0006468"	59.23	48	59.23	48	59.23	48	59.23	48
"2674"	"c92360_g2_i1"	"118033"	0.94905088226184	-1.38612008526892	0.667785768883596	1	4	0	9	0	"GO:0005488"	0	4	0	4	0	4	0	4
"2675"	"c92360_g4_i1"	"109371"	6.02806219162808	-1.17505509254656	0.0232428497953373	1	0	3	14	0	"GO:0008152"	3	0	3	0	3	0	3	0
"2676"	"c92457_g1_i1"	"98907"	-0.517019024547464	3.68184704703598	0.575674774086721	1	244.38	232.84	88	130	"GO:0005783,GO:0044425,GO:0047057,GO:0042373,GO:0055114"	232.84	244.38	232.84	244.38	232.84	244.38	232.84	244.38
"2677"	"c92475_g1_i1"	"30087"	-0.211429787333035	3.13655139750934	0.822713095840188	1	76	96	142	154	"GO:0012505,GO:0043231,GO:0044444,GO:0005515,GO:0007143,GO:0007165"	96	76	96	76	96	76	96	76
"2678"	"c92488_g1_i1"	"81230"	1.2051161955822	-2.19691537335361	0.763276774674603	1	1	0	3	0	"GO:0016787"	0	1	0	1	0	1	0	1
"2679"	"c92488_g1_i2"	"14671"	-4.23968382590089	-2.16116470587781	0.34259455969389	1	0	0	0	4	"GO:0016787"	0	0	0	0	0	0	0	0
"2680"	"c92490_g1_i1"	"103540"	1.2869383484762	1.27048626198824	0.220645565303717	1	16.34	65.37	32.69	16.34	"GO:0005671,GO:0048188,GO:0071339,GO:0042800,GO:0043995,GO:0043996,GO:0046972,GO:0001501,GO:0035948,GO:0043966,GO:0043981,GO:0043982,GO:0043984,GO:0051568"	65.37	16.34	65.37	16.34	65.37	16.34	65.37	16.34
"2681"	"c92490_g1_i2"	"103541"	-0.905032509615192	3.58772796363873	0.306152291495242	1	227.66	162.63	89.31	159.66	"GO:0005671,GO:0048188,GO:0071339,GO:0042800,GO:0043995,GO:0043996,GO:0046972,GO:0001501,GO:0035948,GO:0043966,GO:0043981,GO:0043982,GO:0043984,GO:0051568"	162.63	227.66	162.63	227.66	162.63	227.66	162.63	227.66
"2682"	"c92672_g1_i1"	"83119"	-4.9488121424094	-1.84988242574753	0.185626335524323	1	6.87	0	0	0	"GO:0002177,GO:0005813,GO:0003779,GO:0015631,GO:0045502"	0	6.87	0	6.87	0	6.87	0	6.87
"2683"	"c92672_g1_i2"	"83117"	0.87949175943294	1.74438404849482	0.382935047894624	1	28.13	86.96	40	28	"GO:0002177,GO:0005813,GO:0003779,GO:0015631,GO:0045502"	86.96	28.13	86.96	28.13	86.96	28.13	86.96	28.13
"2684"	"c92719_g2_i2"	"86271"	-0.986876190774137	2.06012759339715	0.55863749778127	1	0	15.02	63.41	131.32	"GO:0005856,GO:0006915,GO:0007050"	15.02	0	15.02	0	15.02	0	15.02	0
"2685"	"c92719_g2_i5"	"45325"	-0.5599814302706	2.39251899153404	0.702597181261734	1	152.85	90.39	36.25	1.47	"GO:0005856,GO:0006915,GO:0007050"	90.39	152.85	90.39	152.85	90.39	152.85	90.39	152.85
"2686"	"c92779_g1_i1"	"110951"	1.01550503971166	1.86013494671808	0.330041357944949	1	14	62.01	77	42.87	"GO:0005488,GO:0006355,GO:0048523"	62.01	14	62.01	14	62.01	14	62.01	14
"2687"	"c92834_g1_i2"	"30496"	1.15357945165304	-2.20207390219936	0.715933693262769	1	0	1	2	1	"GO:0005874,GO:0032403"	1	0	1	0	1	0	1	0
"2688"	"c92919_g1_i1"	"7116"	-7.15239535043709	0.156550359795875	0.00180411340772501	1	46.61	0	0.14	2.76	"GO:0016787,GO:0046872,GO:0008152"	0	46.61	0	46.61	0	46.61	0	46.61
"2689"	"c92919_g1_i2"	"7117"	-1.04944383522115	1.55830352416257	0.344063606540644	1	18.1	27.89	26.87	75.25	"GO:0016787,GO:0046872,GO:0008152"	27.89	18.1	27.89	18.1	27.89	18.1	27.89	18.1
"2690"	"c92920_g1_i1"	"112838"	-1.06498584185985	5.333357429483	0.208618752600848	1	665.72	426.6	356.51	688.9	"GO:0001750,GO:0005654,GO:0005783,GO:0005794,GO:0005813,GO:0005829,GO:0005952,GO:0030425,GO:0031588,GO:0031594,GO:0031966,GO:0034704,GO:0043025,GO:0044853,GO:0045177,GO:0048471,GO:0070062,GO:0097225,GO:0097546,GO:0004691,GO:0004698,GO:0004712,GO:0005524,GO:0008270,GO:0019901,GO:0031625,GO:0032403,GO:0034237,GO:0035403,GO:0000086,GO:0000088,GO:0000188,GO:0001525,GO:0001707,GO:0001843,GO:0001938,GO:0002026,GO:0002027,GO:0002062,GO:0002159,GO:0002223,GO:0003091,GO:0006094,GO:0006112,GO:0006833,GO:0007077,GO:0007155,GO:0007173,GO:0007190,GO:0007194,GO:0007202,GO:0007268,GO:0008285,GO:0008543,GO:0010467,GO:0010613,GO:0010881,GO:0016056,GO:0018991,GO:0019433,GO:0022400,GO:0030168,GO:0030198,GO:0030593,GO:0031666,GO:0034199,GO:0034351,GO:0035408,GO:0035584,GO:0036289,GO:0043393,GO:0043457,GO:0043536,GO:0045087,GO:0045651,GO:0045667,GO:0045766,GO:0045785,GO:0045931,GO:0046325,GO:0046627,GO:0046827,GO:0048010,GO:0048011,GO:0048240,GO:0050729,GO:0050730,GO:0050796,GO:0050930,GO:0051447,GO:0051480,GO:0051966,GO:0055085,GO:0060314,GO:0061136,GO:0070374,GO:0070555,GO:0070613,GO:0071158,GO:0071333,GO:0071374,GO:0071377,GO:0071872,GO:0086064,GO:0090330,GO:0097193,GO:1900195,GO:1901621,GO:2000707,GO:2000810"	426.6	665.72	426.6	665.72	426.6	665.72	426.6	665.72
"2691"	"c92920_g1_i3"	"1282"	-0.137339001532903	3.64591423353046	0.874460312810536	1	172.28	151.4	199.49	151.11	"GO:0001750,GO:0005654,GO:0005783,GO:0005794,GO:0005813,GO:0005829,GO:0005952,GO:0030425,GO:0031588,GO:0031594,GO:0031966,GO:0034704,GO:0043025,GO:0044853,GO:0045177,GO:0048471,GO:0070062,GO:0097225,GO:0097546,GO:0004691,GO:0004698,GO:0004712,GO:0005524,GO:0008270,GO:0017137,GO:0019901,GO:0031625,GO:0032403,GO:0034237,GO:0035403,GO:0000086,GO:0000088,GO:0000188,GO:0001525,GO:0001707,GO:0001843,GO:0001938,GO:0002026,GO:0002027,GO:0002062,GO:0002159,GO:0002223,GO:0003091,GO:0006094,GO:0006112,GO:0006833,GO:0007077,GO:0007155,GO:0007173,GO:0007190,GO:0007194,GO:0007202,GO:0007268,GO:0008285,GO:0008543,GO:0010467,GO:0010613,GO:0010881,GO:0016056,GO:0019433,GO:0022400,GO:0030168,GO:0030198,GO:0030593,GO:0031666,GO:0034199,GO:0034351,GO:0035408,GO:0035584,GO:0036289,GO:0043393,GO:0043457,GO:0043536,GO:0045087,GO:0045651,GO:0045667,GO:0045766,GO:0045785,GO:0045931,GO:0046325,GO:0046627,GO:0046827,GO:0048010,GO:0048011,GO:0048240,GO:0050729,GO:0050730,GO:0050796,GO:0050930,GO:0051447,GO:0051480,GO:0051966,GO:0055085,GO:0060314,GO:0061136,GO:0070374,GO:0070555,GO:0070613,GO:0071158,GO:0071333,GO:0071374,GO:0071377,GO:0071872,GO:0086064,GO:0090330,GO:0097193,GO:1901621,GO:2000707,GO:2000810"	151.4	172.28	151.4	172.28	151.4	172.28	151.4	172.28
